host,family,record,status,mode,streams,seed,batch,cpu,unit,n,mean,stddev,median,q1,q3,p05,p95,outliers,flags,raw_sha256
artemisia,smoke,machines/artemisia/independent-load-v1/smoke/b72263ef8b47f50f/attempt-1788928656336396155/run.json,passed,overhead,1,5924101,4096,4,TSC_ticks/interval,2048,85.7216796875,18.10857658356101,86.0,84.0,86.0,84.0,88.0,101,,efc59fe8c1eb89c0a0087d9c1c631f05f0bd75070e71b1192bfcc89399c53337
artemisia,smoke,machines/artemisia/independent-load-v1/smoke/c13b49eaf75b5c13/attempt-1788928658483262104/run.json,passed,loop,1,5924101,4096,11,TSC_ticks/load,2048,0.27849674224853516,0.04974404000742919,0.275390625,0.27490234375,0.2763671875,0.27392578125,0.28515625,354,,b48ded61c60ede6a825765cc902f4944f94d5f938df5deb3d37d7f8f1aa8f06f
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/037f0b274cdbd2e9/attempt-1788928743148389587/run.json,noisy,chase,4,5924101,4096,3,TSC_ticks/load,1000000,0.9454332724609374,0.07920744876079816,0.9423828125,0.94140625,0.943359375,0.9404296875,0.94482421875,8285,frequent involuntary context switches,9ee17dbc6dd67d884842c54c4f6f503b7d365dfe26163f0954191b6439113fd2
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/037f0b274cdbd2e9/attempt-1788928944639799180/run.json,passed,chase,4,5924101,4096,2,TSC_ticks/load,1000000,0.9472198530273438,0.09555430914496471,0.9423828125,0.94140625,0.94384765625,0.9404296875,0.9453125,36927,,f2c3aaa61c348cd409ada27f7b9641e296aadb4ba84f99f95f06e7c416063ab4
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/1f4c30e5f975185c/attempt-1788929130035798695/run.json,noisy,chase,4,5924101,4096,3,TSC_ticks/load,1000000,1.1672384565429688,0.11021245958080814,1.16259765625,1.1611328125,1.16357421875,1.15966796875,1.1650390625,16389,frequent involuntary context switches,648aff5cf252570f5407f3fb20b3456b5378bd1c5c146ccf201ef5bcf6b26777
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/38a8997bfc25a96f/attempt-1788929138102637905/run.json,passed,overhead,1,5924101,4096,3,TSC_ticks/interval,1000000,99.447382,65.51929894408677,100.0,98.0,102.0,94.0,102.0,2158,,05b25116bdbb2e727873dc57a1f81b0a4eec5b1a684690dbed888e855dd601ac
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/39674ad348edf8a9/attempt-1788928752029143671/run.json,noisy,loop,1,5924101,4096,3,TSC_ticks/load,1000000,0.26505271435546873,0.06695808708396106,0.2548828125,0.25439453125,0.25537109375,0.25341796875,0.27197265625,118850,SMT sibling became busy,b776a335f736d333a45f6d04cfd6d933d7d251ed79fddd23ffaa1308464b8d3c
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/39674ad348edf8a9/attempt-1788928950328259652/run.json,passed,loop,1,5924101,4096,2,TSC_ticks/load,1000000,0.25711874755859376,0.05476447164866574,0.2548828125,0.25439453125,0.25537109375,0.25341796875,0.255859375,14066,,aea439546ce695acc1cae5257088659112d38034e0457423b1147ad09ba963c2
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/44b6019a19a40346/attempt-1788928730326004473/run.json,passed,loop,1,5924101,4096,3,TSC_ticks/load,1000000,0.25648761669921877,0.04650831633582586,0.2548828125,0.25439453125,0.25537109375,0.25341796875,0.255859375,9599,,827e3683a1f40112342a82cdfeda6283c474ac34fe79a6e02c5aa593da1cedce
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/508cebc58ca8a5f1/attempt-1788929173706700052/run.json,passed,chase,1,5924101,4096,2,TSC_ticks/load,1000000,3.7635094633789064,0.16108877131621305,3.75146484375,3.74658203125,3.755859375,3.74365234375,3.7587890625,25784,,8bf49e5565437a7b8ef2316f5f22fab52e5223ed360f06bab49a64a344de4701
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/511efc2dfa06b8df/attempt-1788928734648534243/run.json,passed,chase,1,5924101,4096,3,TSC_ticks/load,1000000,3.7627762490234375,0.15752760038872748,3.7509765625,3.74658203125,3.75537109375,3.74365234375,3.7587890625,13598,,f0f21ef28cc3196bb8b8cd0398daf96924e32db8174a0e713e4b1636dca608f0
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/6c74514be0b24c3f/attempt-1788928756441961653/run.json,noisy,chase,1,5924101,4096,3,TSC_ticks/load,1000000,3.7619352919921876,0.17774277904841387,3.7509765625,3.74658203125,3.75537109375,3.74365234375,3.7587890625,9896,frequent involuntary context switches,e377d14ca9cbeef7f9f3597a4ab23af1673b32d0035e1cdf6134c3ed7d7bd25e
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/6c74514be0b24c3f/attempt-1788928954697726479/run.json,passed,chase,1,5924101,4096,2,TSC_ticks/load,1000000,3.7677997778320313,0.1857034599039662,3.7529296875,3.74853515625,3.7578125,3.7451171875,3.78076171875,51675,,2e9e3cd948aa85c6b95e6c37bae7f844c7cd3e8a66d13eea587095f32395b4d4
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/7ac69699ec772d68/attempt-1788929182384143203/run.json,passed,chase,4,5924101,4096,2,TSC_ticks/load,1000000,0.9456730483398438,0.0817279637289385,0.9423828125,0.94140625,0.943359375,0.9404296875,0.94482421875,10908,,4a0a741de0c907e2510ad7c277389158e7fd384a926babbcc1731592b6052572
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/82fd8208f0a1ab11/attempt-1788929169365917479/run.json,passed,loop,1,5924101,4096,2,TSC_ticks/load,1000000,0.2564366684570312,0.046502466548853524,0.2548828125,0.25439453125,0.25537109375,0.25341796875,0.255859375,6686,,a99b5f151a86eddf4c935f38d340d043ac201e544bee98af7fbb951c68c71586
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/9605bfb47360cd8c/attempt-1788929142709376688/run.json,passed,loop,1,5924101,4096,3,TSC_ticks/load,1000000,0.315820501953125,0.06535848979818863,0.31396484375,0.3134765625,0.314453125,0.3125,0.3154296875,20883,,77be1543d113ff06215119b07941d8fbd0d2f4a5c41b08ceaf6710401b2c01d4
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/96499456dd517e4e/attempt-1788929118724251397/run.json,noisy,chase,1,5924101,4096,3,TSC_ticks/load,1000000,4.634595334472656,0.24755498688473385,4.6181640625,4.61279296875,4.6240234375,4.60888671875,4.6279296875,64902,frequent involuntary context switches,631625f30031b6d6d867c9096cef4bf4ea3a8e1b7d26491d42e4736fc45cc499
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/98c7728e63ee49b1/attempt-1788928786990998582/run.json,passed,chase,4,5924101,4096,3,TSC_ticks/load,1000000,0.9494565502929687,0.10240795926193658,0.9423828125,0.94140625,0.94384765625,0.9404296875,0.951171875,55288,,03de5cf3e93514b14591330febcec81827d3e4a3870fa62a198533a8ac1f696a
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/9a6dd1d6e8eb12b4/attempt-1788929112669937199/run.json,passed,loop,1,5924101,4096,3,TSC_ticks/load,1000000,0.31568773779296877,0.05734390498401577,0.31396484375,0.3134765625,0.31494140625,0.3125,0.3154296875,8633,,9fe1bd29a0ae37ec465880c56d00b819ffdac808f9df6e7c2a74a62248b1c554
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/a764c34b40a6c1eb/attempt-1788928770678118259/run.json,noisy,overhead,1,5924101,4096,3,TSC_ticks/interval,1000000,81.436448,47.810094404303605,82.0,80.0,82.0,80.0,84.0,2967,SMT sibling became busy,5df81ade27c703ee9d8350819f77850ac18cf8a4a0acd7773d3f6638413bf1c4
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/a764c34b40a6c1eb/attempt-1788928963622089003/run.json,passed,overhead,1,5924101,4096,2,TSC_ticks/interval,1000000,112.145118,68.87191468303105,112.0,110.0,112.0,108.0,114.0,39100,,782e9b53554bbc46368d9397fd250c54175b6ce22e51f855e440ff379efc6e6e
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/c4e520b28d160f03/attempt-1788928765053130671/run.json,passed,chase,4,5924101,4096,3,TSC_ticks/load,1000000,0.94575155859375,0.0829960967714367,0.9423828125,0.94140625,0.943359375,0.9404296875,0.94482421875,11833,,eecbf6019519c755db93c47666f87eb06b49f0808c52120797b02a7bf46913f2
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/ca4948ec31487b8a/attempt-1788928774056322690/run.json,passed,loop,1,5924101,4096,3,TSC_ticks/load,1000000,0.25581856640625,0.04234652131754729,0.2548828125,0.25439453125,0.25537109375,0.25341796875,0.255859375,2501,,58a7999331abc1a062cee19dd8098daa884ef5d313fc9a542264c5c5e56e006d
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/cda0958dd6875694/attempt-1788928778375988364/run.json,noisy,chase,1,5924101,4096,3,TSC_ticks/load,1000000,3.7617592490234375,0.15438235861603083,3.7509765625,3.74658203125,3.75537109375,3.74365234375,3.7587890625,10012,frequent involuntary context switches,314938d125f71966ff03ae0ed97efa99cd95c44ed5c469c56150bf110732c710
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/cda0958dd6875694/attempt-1788928967745789567/run.json,passed,chase,1,5924101,4096,2,TSC_ticks/load,1000000,5.148157234863281,0.234461253115938,5.12841796875,5.1220703125,5.13427734375,5.1181640625,5.1376953125,20957,,af56b9bd55112fc64817993157387a8b74034041a416f1001128c5f956a386e1
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/d445a2735c6b0cfc/attempt-1788928710010463291/run.json,noisy,overhead,1,5924101,4096,3,TSC_ticks/interval,1000000,81.341306,37.41687798623934,82.0,80.0,82.0,80.0,84.0,3283,SMT sibling became busy,c09cefd07647c21cada2ffa6039c11844dffab8f4720143ae2457aa1e28963ad
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/d445a2735c6b0cfc/attempt-1788928941293297427/run.json,passed,overhead,1,5924101,4096,2,TSC_ticks/interval,1000000,81.506096,90.88038005027413,82.0,80.0,82.0,80.0,84.0,2926,,7344ff6726d1e991bf0958cef7f61d4974787d8d848c080132da64c02ea30d43
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/de98d91fb8e3668c/attempt-1788929108679890297/run.json,passed,overhead,1,5924101,4096,3,TSC_ticks/interval,1000000,98.452626,79.69799012192061,98.0,96.0,100.0,94.0,102.0,8855,,590d27a9babb53f04ad03219d676f9988f52aa5f34aa255e8b90d90799ea4411
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/ed50da3967b5a845/attempt-1788929148744432681/run.json,passed,chase,1,5924101,4096,3,TSC_ticks/load,1000000,4.82815241015625,0.3605046336553311,4.62548828125,4.61669921875,5.1240234375,4.60986328125,5.13671875,6894,,f3e33267982ec44c76b638bcfc003ad3569c6ad1a906081d10636276439185b4
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/f319e479e2cbd736/attempt-1788929160591192604/run.json,passed,chase,4,5924101,4096,2,TSC_ticks/load,1000000,0.9458875512695313,0.08258850271318155,0.9423828125,0.94140625,0.943359375,0.9404296875,0.94482421875,21021,,5d103254df74084ed958acc2261257aa7773c687c0b03d1f77392fdb783595b3
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/f6b3068c23ae9066/attempt-1788929166099902263/run.json,passed,overhead,1,5924101,4096,2,TSC_ticks/interval,1000000,81.442964,43.542005544082954,82.0,80.0,82.0,80.0,84.0,3563,,f2cd799943a2715ec7be5324cb67ec296dc450c93fd7449ca157b608fa32db7e
charnwood,calibration,machines/charnwood/independent-load-v1/calibration/fa120c31508d38c9/attempt-1788928748587930305/run.json,passed,overhead,1,5924101,4096,3,TSC_ticks/interval,1000000,81.820346,56.683613412275626,82.0,80.0,82.0,80.0,84.0,8767,,2aa9562933d414ff628c31cda0ff74f709d5034dbe94c83e2663b11963abf055
charnwood,comparison,machines/charnwood/independent-load-v1/comparison/0df8c68af566d516/attempt-1788929286412001535/run.json,passed,chase,1,5924103,4096,1,TSC_ticks/load,1000000,5.151126654785156,0.29134258377234096,5.12841796875,5.1220703125,5.134765625,5.1181640625,5.16796875,66354,,537a79bf9e2ab7a6a91acba544214603070d818d8e8800ab7ca64ab2d0ff81f0
charnwood,comparison,machines/charnwood/independent-load-v1/comparison/1ad90b4742366b34/attempt-1788929187856248553/run.json,passed,chase,1,5924101,4096,2,TSC_ticks/load,1000000,3.7310958764648436,0.32770511819726633,3.74560546875,3.65576171875,3.7529296875,3.64697265625,3.75830078125,7463,,448f05558ca56fccba4b3ee093557a7c233488baa975d2dcb06a3909f51be566
charnwood,comparison,machines/charnwood/independent-load-v1/comparison/1c7b72f95c57ba82/attempt-1788929232972554537/run.json,passed,chase,1,5924101,4096,1,TSC_ticks/load,1000000,5.149476145996093,0.27975600854014965,5.12841796875,5.1220703125,5.134765625,5.1181640625,5.16845703125,70714,,4dc0fffda3f55377f05af03c4f862990a7d8f2f23bbbe50a9465b3abd9fbfa35
charnwood,comparison,machines/charnwood/independent-load-v1/comparison/1d61ab1133b55ef1/attempt-1788929257793241631/run.json,passed,chase,4,5924102,4096,1,TSC_ticks/load,1000000,1.295143521484375,0.15813792792025114,1.29150390625,1.28955078125,1.29296875,1.24658203125,1.29443359375,89175,,5bf146a8e4fdea4c9539f106bc0dc1893939a671b3254bcccd88d312fcaf1000
charnwood,comparison,machines/charnwood/independent-load-v1/comparison/2d9361de1ff55154/attempt-1788929196536836452/run.json,passed,chase,4,5924101,4096,2,TSC_ticks/load,1000000,0.9257622543945313,0.24723317218018867,0.91845703125,0.91748046875,0.919921875,0.916015625,0.92138671875,18723,,a1bccdbb919abd7d8c29344ced83805660d5a5222d23760e0238700c831168a8
charnwood,comparison,machines/charnwood/independent-load-v1/comparison/34bc745d6aeb24e8/attempt-1788929265808147253/run.json,passed,chase,4,5924102,4096,1,TSC_ticks/load,1000000,1.2976482124023438,0.1360221111578983,1.29150390625,1.2900390625,1.29296875,1.2880859375,1.294921875,27621,,368e8a4814091143e053f199ccba783f92026135acb79bbaaafdfe36c28aaaa7
charnwood,comparison,machines/charnwood/independent-load-v1/comparison/3fa7d8a9291e2dac/attempt-1788929306988384304/run.json,passed,chase,4,5924103,4096,1,TSC_ticks/load,1000000,1.2983741411132812,0.14529821242575972,1.29296875,1.291015625,1.29443359375,1.28955078125,1.29638671875,60870,,c3ed7317f8b8fbbfb9f1c3b427f589bf52cc2fca2f9c63087e0f4662c5b45849
charnwood,comparison,machines/charnwood/independent-load-v1/comparison/42a44574a810d682/attempt-1788929315062483747/run.json,passed,chase,1,5924103,4096,1,TSC_ticks/load,1000000,5.145786301757813,0.27748320999127757,5.12841796875,5.12158203125,5.134765625,5.11767578125,5.1689453125,91485,,c821f8e27ab2d38b97c46f8dda6f2cb2cf2c67ecc12855bf5807bf8778eaf3e2
charnwood,comparison,machines/charnwood/independent-load-v1/comparison/4b28dd82bfef8d00/attempt-1788929245333475741/run.json,passed,chase,1,5924102,4096,1,TSC_ticks/load,1000000,5.145938050292969,0.3062920053868661,5.1279296875,5.12158203125,5.134765625,5.1171875,5.16845703125,99575,,0d7f8b1ea27ffb5f0eb22f25013311a946016a4eeb082e3f11ca49456b1f839f
charnwood,comparison,machines/charnwood/independent-load-v1/comparison/503d4c05730af294/attempt-1788929211937221684/run.json,passed,chase,1,5924101,4096,1,TSC_ticks/load,1000000,5.147831998046875,0.28943876557240483,5.12841796875,5.12158203125,5.134765625,5.1181640625,5.17041015625,80105,,421f7100ec486cd72bdd947187080011b1a6e44bfbf8de27dfe3972382ff8f87
charnwood,comparison,machines/charnwood/independent-load-v1/comparison/814175e4ab3a6e4a/attempt-1788929298845586972/run.json,passed,chase,4,5924103,4096,1,TSC_ticks/load,1000000,1.2976393505859376,0.1375608126567311,1.29150390625,1.2900390625,1.29296875,1.28857421875,1.294921875,24633,,1db1c61380f2cb761a3d13e7e603d6330796aaaf686191a5cadd18d16c8354ce
charnwood,comparison,machines/charnwood/independent-load-v1/comparison/936f071555e01c31/attempt-1788929203086317259/run.json,noisy,chase,4,5924101,4096,1,TSC_ticks/load,1000000,1.2942477514648438,0.16555776970067715,1.29248046875,1.29052734375,1.29443359375,1.24609375,1.29638671875,150020,frequent involuntary context switches,78f00d3e0ddaa3e6caf13079660a002b0b977a67beb064e30818315b8c3091e7
charnwood,comparison,machines/charnwood/independent-load-v1/comparison/9cefaf7dc28e0bc8/attempt-1788929224812421460/run.json,passed,chase,4,5924101,4096,1,TSC_ticks/load,1000000,1.2978175834960937,0.13742039632355427,1.29150390625,1.2900390625,1.29296875,1.28857421875,1.294921875,31760,,f124670dfdde77a348fb0031368cf55ea9f9910850794c954d349264b0a30b6d
charnwood,comparison,machines/charnwood/independent-load-v1/comparison/af0f33ba8f5a05af/attempt-1788929274074311525/run.json,passed,chase,1,5924102,4096,1,TSC_ticks/load,1000000,5.14774725390625,0.3011348559126913,5.12841796875,5.12158203125,5.134765625,5.11767578125,5.16796875,80363,,cd6662f7b5e691f6d91c375c4a3f8ef61ca17ba6d6b7b5b95e034347fe1d1649
charnwood,smoke,machines/charnwood/independent-load-v1/smoke/39f614551be5e15f/attempt-1788928652599683731/run.json,passed,chase,1,5924101,4096,3,TSC_ticks/load,2048,3.7856976985931396,0.20796053763290867,3.75146484375,3.74658203125,3.755859375,3.74365234375,3.75927734375,97,,3761fb83ed1c0414720f469f0d14ac0207f06c79bf23454efe1ca1395e7e47a2
charnwood,smoke,machines/charnwood/independent-load-v1/smoke/6473570af8cb0465/attempt-1788928654722639864/run.json,passed,chase,4,5924101,4096,3,TSC_ticks/load,2048,0.9484257698059082,0.0988412728857697,0.9423828125,0.94140625,0.94384765625,0.9404296875,0.94482421875,64,,fe00b5b519c79b54e01b7040ea27904c8cc3161b31f05317cd5d89888a558282
charnwood,smoke,machines/charnwood/independent-load-v1/smoke/b72263ef8b47f50f/attempt-1788928656844836929/run.json,noisy,overhead,1,5924101,4096,3,TSC_ticks/interval,2048,84.9423828125,11.60010278183065,82.0,80.0,82.0,78.0,110.0,282,block median drift exceeds 20 percent,0071875e0fe49af75015bca9237677b5233c1d2b1e9bcb7339dc41ccd7e23724
charnwood,smoke,machines/charnwood/independent-load-v1/smoke/c13b49eaf75b5c13/attempt-1788928658965434959/run.json,passed,loop,1,5924101,4096,3,TSC_ticks/load,2048,0.25638365745544434,0.06031034781415002,0.2548828125,0.25439453125,0.25537109375,0.25341796875,0.255859375,43,,ce345d5e26cbba0c6204268070d49e18c5fae1efadb61407a07c13461314ce17
crux,calibration,machines/crux/independent-load-v1/calibration/037f0b274cdbd2e9/attempt-1788928681443760931/run.json,passed,chase,4,5924101,4096,2,TSC_ticks/load,1000000,0.6669856455078125,0.2375570963221253,0.65625,0.654541015625,0.6689453125,0.6533203125,0.67041015625,3450,,6c6472d134cdb62d8c45124e0d1aaa5703c5be7b9c7e993020408904d9f31976
crux,calibration,machines/crux/independent-load-v1/calibration/44b6019a19a40346/attempt-1788928669357489564/run.json,passed,loop,1,5924101,4096,2,TSC_ticks/load,1000000,0.18072587084960937,0.11507404375626878,0.18017578125,0.17724609375,0.1806640625,0.17626953125,0.18115234375,931,,5db835375338cfc244dbcb6a4e80e4a15259789ee90ab2a50cd175dcd0ba8be9
crux,calibration,machines/crux/independent-load-v1/calibration/511efc2dfa06b8df/attempt-1788928673463345961/run.json,passed,chase,1,5924101,4096,2,TSC_ticks/load,1000000,2.6527772834472656,0.8325990869155664,2.6083984375,2.60400390625,2.657470703125,2.6005859375,2.666259765625,6784,,74a4596718506ec1b717682a9acbd940f286d932451d112ce9d9b19751565db2
crux,calibration,machines/crux/independent-load-v1/calibration/d445a2735c6b0cfc/attempt-1788928666296331689/run.json,passed,overhead,1,5924101,4096,2,TSC_ticks/interval,1000000,58.163699,157.41186241872572,58.0,57.0,58.0,55.0,59.0,61923,,3dcb2919890d1bfa74c94f5e1e77f548949fc9de4859802bf8c1535d20cd18c4
crux,comparison,machines/crux/independent-load-v1/comparison/097a1c22903250f2/attempt-1788928746996469276/run.json,passed,chase,4,5924103,4096,2,TSC_ticks/load,1000000,0.6628514165039062,0.2658874518673526,0.653564453125,0.652587890625,0.654541015625,0.651611328125,0.66796875,168589,,e0e49b86d8cb59cd0fb349f123291be4e88ff105c2951e7bfebbcd8041a8a683
crux,comparison,machines/crux/independent-load-v1/comparison/2899815d0b6a65a1/attempt-1788928700051951399/run.json,passed,chase,4,5924101,4096,2,TSC_ticks/load,1000000,0.6672901586914063,0.3550883957741853,0.654052734375,0.65283203125,0.66650390625,0.65185546875,0.66943359375,41082,,79a0f9bf6e0db0099035c688a34a752fc00c79e177bcb336f4b4dc37571623df
crux,comparison,machines/crux/independent-load-v1/comparison/39e18bdd904491ce/attempt-1788928738991570060/run.json,passed,chase,1,5924103,4096,2,TSC_ticks/load,1000000,2.651674562011719,0.5131772962705776,2.60888671875,2.604248046875,2.658935546875,2.600830078125,2.66650390625,6423,,9d45602093f3a463f8472b148a67cf14aae5fd4f0d951eb065607726e1c1cb3b
crux,comparison,machines/crux/independent-load-v1/comparison/4031ce0ff10893f0/attempt-1788928705083244146/run.json,passed,chase,1,5924101,4096,2,TSC_ticks/load,1000000,2.653284714111328,0.5106060224058353,2.609375,2.604736328125,2.659912109375,2.600830078125,2.666748046875,6432,,18edeba1c2042467809129c099d150d409d1b08174e20335cfe228a72f52e4aa
crux,comparison,machines/crux/independent-load-v1/comparison/4e1294f70e769af0/attempt-1788928713040902208/run.json,passed,chase,1,5924102,4096,2,TSC_ticks/load,1000000,2.6569058935546876,0.47935328807665933,2.611572265625,2.605712890625,2.661865234375,2.600830078125,2.6669921875,6326,,ad25bd702a11088826d79873e1b2f6f261b1a5b4b77b1d065547379674d87a32
crux,comparison,machines/crux/independent-load-v1/comparison/7c4b52a3911e1e5e/attempt-1788928757033742350/run.json,passed,chase,1,5924103,4096,2,TSC_ticks/load,1000000,2.6537477661132813,0.5108963652794969,2.609619140625,2.604736328125,2.659912109375,2.600830078125,2.666748046875,6455,,a552ee9ec359de030b6705deb1b37abbbbde7aa6fbc205564ca02aa4b35bf530
crux,comparison,machines/crux/independent-load-v1/comparison/98fe8851d5b49f3b/attempt-1788928687076823762/run.json,passed,chase,1,5924101,4096,2,TSC_ticks/load,1000000,2.6574356052246095,0.5111649294050379,2.61083984375,2.605224609375,2.661376953125,2.600830078125,2.6669921875,6404,,3ddbf9c23203a130c583f8b28e9a4df322b59d5d5d90e05b664e66530d344694
crux,comparison,machines/crux/independent-load-v1/comparison/9b7c125a29a51b90/attempt-1788928721034283476/run.json,passed,chase,4,5924102,4096,2,TSC_ticks/load,1000000,0.6640133151855468,0.26396715376637264,0.65380859375,0.652587890625,0.665771484375,0.651611328125,0.66845703125,4106,,0d425043dce5a843998d3a5b4fc93245279313dc5d30bd78010daf7d517669f1
crux,comparison,machines/crux/independent-load-v1/comparison/a9ad2e39352d03a8/attempt-1788928752054353047/run.json,passed,chase,4,5924103,4096,2,TSC_ticks/load,1000000,0.6657272609863282,0.23488329717165288,0.65478515625,0.653076171875,0.66748046875,0.65185546875,0.6689453125,4347,,6b0ae324b9fc42211284dc6adae3cfb4e94a8c628526171f136271429c2ec512
crux,comparison,machines/crux/independent-load-v1/comparison/ac51a66fec63c2e3/attempt-1788928695022152919/run.json,passed,chase,4,5924101,4096,2,TSC_ticks/load,1000000,0.6628725891113281,0.27288947285746695,0.653564453125,0.652587890625,0.654541015625,0.651611328125,0.66796875,150699,,150237cd449d7e0c4a3add707fc6e67deca5dcf787cf0719a53478ff99fae327
crux,comparison,machines/crux/independent-load-v1/comparison/aef35aa059820215/attempt-1788928726051842869/run.json,passed,chase,4,5924102,4096,2,TSC_ticks/load,1000000,0.6631705793457031,0.2401075720359203,0.65380859375,0.652587890625,0.666015625,0.651611328125,0.66845703125,8347,,6a8f86fa5487afc304e274805e1f8847c88303ef1cd640f491face090c5549af
crux,comparison,machines/crux/independent-load-v1/comparison/b8271f9eb2c0e80a/attempt-1788928731053522927/run.json,passed,chase,1,5924102,4096,2,TSC_ticks/load,1000000,2.6542646005859374,0.4808168359701317,2.61083984375,2.605224609375,2.6611328125,2.600830078125,2.666748046875,6092,,b8b500a19faa4e67dbbf54e29a7bfa9ee22eb74c307e71738ae51196569fce78
crux,smoke,machines/crux/independent-load-v1/smoke/39f614551be5e15f/attempt-1788928607622182092/run.json,passed,chase,1,5924101,4096,1,TSC_ticks/load,2048,2.669970750808716,0.0970656903533682,2.662353515625,2.658935546875,2.665771484375,2.656494140625,2.689208984375,155,,5d309af18192a21b379a84cf3b0afcde075614aa4b70272bcd3418aa3b7aae1a
crux,smoke,machines/crux/independent-load-v1/smoke/6473570af8cb0465/attempt-1788928609743620259/run.json,passed,chase,4,5924101,4096,1,TSC_ticks/load,2048,0.7039117813110352,0.5862712683968361,0.66943359375,0.66845703125,0.6715087890625,0.66748046875,0.68505859375,510,,24e9a6e3e3262acaba87d19884105d3da880fb2040826171c315ae5a9675e095
crux,smoke,machines/crux/independent-load-v1/smoke/b72263ef8b47f50f/attempt-1788928611863925990/run.json,noisy,overhead,1,5924101,4096,1,TSC_ticks/interval,2048,63.3359375,60.76604640907244,59.0,58.0,61.0,57.0,78.0,355,block median drift exceeds 20 percent,d40622dda9b308ddc3e5d10693e6cbf48cc32810bddc38d6482f081640054f63
crux,smoke,machines/crux/independent-load-v1/smoke/c13b49eaf75b5c13/attempt-1788928613983056721/run.json,passed,loop,1,5924101,4096,2,TSC_ticks/load,2048,0.18118762969970703,0.009288468535851368,0.1806640625,0.18017578125,0.1806640625,0.1796875,0.181640625,146,,aa70d24c66ade29eeab3fd8ae8c6cf29cdaaec484aebffdb5f57787be405f3b5
ookay,calibration,machines/ookay/independent-load-v1/calibration/037f0b274cdbd2e9/attempt-1788928684821179919/run.json,passed,chase,4,5924101,4096,3,TSC_ticks/load,1000000,0.895765337890625,0.21277830918706422,0.89794921875,0.87890625,0.89990234375,0.876953125,0.90185546875,11071,,a9931c2982c194d9e47e59f31f6d52e77099fad026d9bd731696d0d131b7bbd2
