host,family,record,status,mode,streams,seed,batch,cpu,unit,n,mean,stddev,median,q1,q3,p05,p95,outliers,flags,raw_sha256
thunderbird,calibration,machines/thunderbird/independent-load-v1/calibration/c4e520b28d160f03/attempt-1788928744003879532/run.json,passed,chase,4,5924101,4096,1,CNTVCT_ticks/load,1000000,0.008631199951171875,0.0008470892706432555,0.008544921875,0.008544921875,0.0087890625,0.008544921875,0.0087890625,159,,4ba1ca9a4e10873a0c4c597de77816c58d135eae8e856ed9e137660dda5b9363
thunderbird,calibration,machines/thunderbird/independent-load-v1/calibration/d445a2735c6b0cfc/attempt-1788928709591650910/run.json,passed,overhead,1,5924101,4096,3,CNTVCT_ticks/interval,1000000,1.033563,0.21662080222262117,1.0,1.0,1.0,1.0,1.0,33522,,367a5919a7e9545d5c77c26edded35689de80307dafcb602670297ae0b69e847
thunderbird,calibration,machines/thunderbird/independent-load-v1/calibration/fa120c31508d38c9/attempt-1788928729447549986/run.json,passed,overhead,1,5924101,4096,1,CNTVCT_ticks/interval,1000000,1.033857,0.26218080076499173,1.0,1.0,1.0,1.0,1.0,33581,,eaad9f644d5d654bd9b8cbb237b67ba59cda0b045a215711ee8e5cfd9dca70b4
thunderbird,comparison,machines/thunderbird/independent-load-v1/comparison/097a1c22903250f2/attempt-1788928837060469554/run.json,noisy,chase,4,5924103,4096,1,CNTVCT_ticks/load,1000000,0.008625510009765625,0.001282077704062312,0.008544921875,0.008544921875,0.0087890625,0.008544921875,0.0087890625,153,frequent involuntary context switches,587a3498470909556a3b6e045089b7a350888a7e07ab95f539f4d757d3a172bf
thunderbird,comparison,machines/thunderbird/independent-load-v1/comparison/26168ef12a4fc427/attempt-1788928802171656947/run.json,passed,chase,1,5924102,4096,1,CNTVCT_ticks/load,1000000,0.03360452172851563,0.002842119636771275,0.03369140625,0.033447265625,0.03369140625,0.033447265625,0.03369140625,567,,469e2885942cf50af7def15794bc124162bf25ef53d761eb074ba66706f979e2
thunderbird,comparison,machines/thunderbird/independent-load-v1/comparison/2899815d0b6a65a1/attempt-1788928762143084666/run.json,noisy,chase,4,5924101,4096,1,CNTVCT_ticks/load,1000000,0.008646158935546875,0.024774918200780257,0.008544921875,0.008544921875,0.0087890625,0.008544921875,0.0087890625,149,frequent involuntary context switches,6064f876775c4de1d5988466b65c34bb28b227d697eca6676efa9ca23d244ace
thunderbird,comparison,machines/thunderbird/independent-load-v1/comparison/39e18bdd904491ce/attempt-1788928828364832841/run.json,passed,chase,1,5924103,4096,1,CNTVCT_ticks/load,1000000,0.033623126953125,0.02017566258392693,0.03369140625,0.033447265625,0.03369140625,0.033447265625,0.03369140625,571,,54da00021267e7a70aa975fb6a9a95621b9788a0c72e01cd22635cc105b0c26e
thunderbird,comparison,machines/thunderbird/independent-load-v1/comparison/4031ce0ff10893f0/attempt-1788928766714796045/run.json,passed,chase,1,5924101,4096,1,CNTVCT_ticks/load,1000000,0.033622827392578124,0.020207835020650815,0.03369140625,0.033447265625,0.03369140625,0.033447265625,0.03369140625,572,,7b7b7459732bb938c8899806d11dbfeb6e565880fb69d4d5987067cbaee56227
thunderbird,comparison,machines/thunderbird/independent-load-v1/comparison/4e1294f70e769af0/attempt-1788928788863361592/run.json,passed,chase,1,5924102,4096,1,CNTVCT_ticks/load,1000000,0.0336012705078125,0.0009951948988696088,0.03369140625,0.033447265625,0.03369140625,0.033447265625,0.03369140625,571,,79f000723baf6ae7ea8feca7c5c22cfd9c94ad2c0020c2d57232fb064a128ec7
thunderbird,comparison,machines/thunderbird/independent-load-v1/comparison/54ed2b266f7a94a9/attempt-1788928850316039014/run.json,noisy,chase,4,5924103,4096,1,CNTVCT_ticks/load,1000000,0.008623757568359374,0.0010393801213930995,0.008544921875,0.008544921875,0.0087890625,0.008544921875,0.0087890625,153,frequent involuntary context switches,c4952896ad3c7c069cd105073fa74e2bd59192367c7f4075c67cee29a85e8923
thunderbird,comparison,machines/thunderbird/independent-load-v1/comparison/5b00283720cdb052/attempt-1788928780025259841/run.json,passed,chase,1,5924101,4096,1,CNTVCT_ticks/load,1000000,0.03360981591796875,0.0011583169782834505,0.03369140625,0.033447265625,0.03369140625,0.033447265625,0.03369140625,570,,02581f2444284ad25f4426952dcf47273b7dd88839ef7c866b1f3b2102a50477
thunderbird,comparison,machines/thunderbird/independent-load-v1/comparison/687ba779c0c86b56/attempt-1788928841746679653/run.json,noisy,chase,1,5924103,4096,1,CNTVCT_ticks/load,1000000,0.033618849609375,0.0038105707956996165,0.03369140625,0.033447265625,0.03369140625,0.033447265625,0.03369140625,605,frequent involuntary context switches,73642f8bb1b18e73d89971418eb0fb9bca8602be6beebf8216bc2bd93c29c284
thunderbird,comparison,machines/thunderbird/independent-load-v1/comparison/7c4b52a3911e1e5e/attempt-1788928873239950984/run.json,passed,chase,1,5924103,4096,1,CNTVCT_ticks/load,1000000,0.03361081982421875,0.00127060466186744,0.03369140625,0.033447265625,0.03369140625,0.033447265625,0.03369140625,573,,d34c2b3fcb25a3f9b38a501218c3fa58813bad0ee6b5e53f0455fef3e7a74311
thunderbird,comparison,machines/thunderbird/independent-load-v1/comparison/98fe8851d5b49f3b/attempt-1788928748765771180/run.json,passed,chase,1,5924101,4096,1,CNTVCT_ticks/load,1000000,0.03361015283203125,0.0011239249612208727,0.03369140625,0.033447265625,0.03369140625,0.033447265625,0.03369140625,573,,87ddb13a5332b7e69391bd6445b245f483ae66aff5669348d86755dbafc43340
thunderbird,comparison,machines/thunderbird/independent-load-v1/comparison/9b7c125a29a51b90/attempt-1788928797504830074/run.json,noisy,chase,4,5924102,4096,1,CNTVCT_ticks/load,1000000,0.00862613671875,0.0014996898195072262,0.008544921875,0.008544921875,0.0087890625,0.008544921875,0.0087890625,167,frequent involuntary context switches,67c5dfa42d97ce3c99b1f4706a5b1e90e426149e04d00436486b005ea3c842a6
thunderbird,comparison,machines/thunderbird/independent-load-v1/comparison/a9ad2e39352d03a8/attempt-1788928868462192903/run.json,passed,chase,4,5924103,4096,1,CNTVCT_ticks/load,1000000,0.008625078369140626,0.0009709598850380463,0.008544921875,0.008544921875,0.0087890625,0.008544921875,0.0087890625,157,,af08488fa49590064dc84cc6bfa78008a8771efce066b5332cb39078e6dbd802
thunderbird,comparison,machines/thunderbird/independent-load-v1/comparison/ac51a66fec63c2e3/attempt-1788928757508716597/run.json,passed,chase,4,5924101,4096,1,CNTVCT_ticks/load,1000000,0.008621402587890625,0.0007403291922424587,0.008544921875,0.008544921875,0.0087890625,0.008544921875,0.0087890625,154,,96028e92effbde7c6cb6b0e491488303d6cb717f7387c5dc46b488e676244a25
thunderbird,comparison,machines/thunderbird/independent-load-v1/comparison/aef35aa059820215/attempt-1788928815168325135/run.json,passed,chase,4,5924102,4096,1,CNTVCT_ticks/load,1000000,0.008620957275390626,0.0007995368864472909,0.008544921875,0.008544921875,0.0087890625,0.008544921875,0.0087890625,148,,bb2437bafb697bfe15bdb7c42c2178a1e850de86417bca68ff16fd4bb43e876e
thunderbird,comparison,machines/thunderbird/independent-load-v1/comparison/af4d095a3047be9b/attempt-1788928775364987288/run.json,passed,chase,4,5924101,4096,1,CNTVCT_ticks/load,1000000,0.008621669189453125,0.0007251544351697863,0.008544921875,0.008544921875,0.0087890625,0.008544921875,0.0087890625,144,,9b8d92ad1f23334b8883c2605d725e9b203172149897c90f07f259e1344b5b09
thunderbird,comparison,machines/thunderbird/independent-load-v1/comparison/b79582f7eb2d8b1b/attempt-1788928854986014589/run.json,passed,chase,1,5924103,4096,1,CNTVCT_ticks/load,1000000,0.03361351684570312,0.0017715837027971989,0.03369140625,0.033447265625,0.03369140625,0.033447265625,0.03369140625,576,,42eaba4ae2b3eef5381cfe58579f89f7f41214e819c005bc70e0dc066b20c165
thunderbird,comparison,machines/thunderbird/independent-load-v1/comparison/b8271f9eb2c0e80a/attempt-1788928819636440818/run.json,passed,chase,1,5924102,4096,1,CNTVCT_ticks/load,1000000,0.0336117646484375,0.0015810668581098222,0.03369140625,0.033447265625,0.03369140625,0.033447265625,0.03369140625,565,,3fde7eba9c15cf210db629debf68e48b31fde1d76c2ed91256eed2a565cd49b5
thunderbird,comparison,machines/thunderbird/independent-load-v1/comparison/ca582a66ce420eb4/attempt-1788928863698830866/run.json,passed,chase,4,5924103,4096,1,CNTVCT_ticks/load,1000000,0.008624903076171876,0.001098784481989084,0.008544921875,0.008544921875,0.0087890625,0.008544921875,0.0087890625,155,,be4462b210d8850fe18ac1de89ebffbc6b8bdcdccadd046b27ed4da9ecece9c6
thunderbird,comparison,machines/thunderbird/independent-load-v1/comparison/e3a0766061ae68b3/attempt-1788928810705961213/run.json,passed,chase,4,5924102,4096,1,CNTVCT_ticks/load,1000000,0.008620292724609376,0.0003767389636086771,0.008544921875,0.008544921875,0.0087890625,0.008544921875,0.0087890625,145,,2fae927d3d5bca4bdfdbafde2d2137083b6d77cd1adbb0b3c51fcbc588bd8322
thunderbird,smoke,machines/thunderbird/independent-load-v1/smoke/39f614551be5e15f/attempt-1788928652814067467/run.json,passed,chase,1,5924101,4096,0,CNTVCT_ticks/load,2048,0.03359997272491455,0.000272583868586652,0.03369140625,0.033447265625,0.03369140625,0.033447265625,0.03369140625,1,,2a01166f310f19d9a6cf7ed47dfa77eab070e1b93dc650f90f0372b032a48771
thunderbird,smoke,machines/thunderbird/independent-load-v1/smoke/6473570af8cb0465/attempt-1788928654978442798/run.json,passed,chase,4,5924101,4096,0,CNTVCT_ticks/load,2048,0.008618831634521484,0.00011219567171214669,0.008544921875,0.008544921875,0.0087890625,0.008544921875,0.0087890625,0,,75b5d557ae1070a3c7d70eb20d4227e2edd40eb2581dbe989b683c986503ed33
thunderbird,smoke,machines/thunderbird/independent-load-v1/smoke/b72263ef8b47f50f/attempt-1788928657142546289/run.json,passed,overhead,1,5924101,4096,0,CNTVCT_ticks/interval,2048,1.033203125,0.18191591155367498,1.0,1.0,1.0,1.0,1.0,67,,27a25bda136eb1a3767a9aceec1ca6a03faaba61d221d8f8d1951f3bc71b2999
thunderbird,smoke,machines/thunderbird/independent-load-v1/smoke/c13b49eaf75b5c13/attempt-1788928659305996500/run.json,passed,loop,1,5924101,4096,0,CNTVCT_ticks/load,2048,0.0024300813674926758,0.00023011711441924419,0.00244140625,0.00244140625,0.00244140625,0.002197265625,0.00244140625,140,,7dd6f0b594d3a4dfa5171295ab2d39994688ef3046a6382a6eeb4ef5cce36d27
skylark,calibration,machines/skylark/independent-load-v1/calibration/037f0b274cdbd2e9/attempt-1788928720060787946/run.json,passed,chase,4,5924101,4096,3,TSC_ticks/load,1000000,0.75199958203125,0.04864475186576166,0.75,0.744140625,0.75,0.744140625,0.75,13620,,7e4611557241ae61080374a2d4d02c537b60965df48d6c176ad59721a4d05232
skylark,calibration,machines/skylark/independent-load-v1/calibration/44b6019a19a40346/attempt-1788928709662659805/run.json,passed,loop,1,5924101,4096,3,TSC_ticks/load,1000000,0.206596640625,0.02459102811361754,0.205078125,0.205078125,0.205078125,0.205078125,0.2109375,180572,,2bf3c76989d62566c9725cd5eb8ec56641c0f25ee61899aab7288a4f40e04fb9
skylark,calibration,machines/skylark/independent-load-v1/calibration/511efc2dfa06b8df/attempt-1788928712435863086/run.json,passed,chase,1,5924101,4096,3,TSC_ticks/load,1000000,2.940274546875,0.12002051563879099,2.9296875,2.9296875,2.9296875,2.923828125,2.9296875,253223,,51a8f3ca78f7b8713b1f41077ae055860366fbfa979bae97bb61b9d64e736169
skylark,calibration,machines/skylark/independent-load-v1/calibration/d445a2735c6b0cfc/attempt-1788928707220690823/run.json,passed,overhead,1,5924101,4096,3,TSC_ticks/interval,1000000,94.765608,32.90328687253939,96.0,96.0,96.0,72.0,96.0,61827,,5aeed9b119b907d9b83acef0100c533c6ac254bc47ce1a6d5280eed8aa16eac0
skylark,comparison,machines/skylark/independent-load-v1/comparison/097a1c22903250f2/attempt-1788928777587662078/run.json,passed,chase,4,5924103,4096,3,TSC_ticks/load,1000000,0.752104998046875,0.04656035810139644,0.75,0.744140625,0.75,0.744140625,0.75,15144,,b44f6bd4c22cf5009f90e9c137c1abbbc7252f34ba371c1726266ae94a6ab140
skylark,comparison,machines/skylark/independent-load-v1/comparison/2899815d0b6a65a1/attempt-1788928735365277256/run.json,passed,chase,4,5924101,4096,3,TSC_ticks/load,1000000,0.752954578125,0.05111748841454696,0.75,0.744140625,0.75,0.744140625,0.75,18656,,572ac15641b5680ac9c67225b1124902ce5fe476ed6ab43fcaab736971a342d3
skylark,comparison,machines/skylark/independent-load-v1/comparison/39e18bdd904491ce/attempt-1788928769867854709/run.json,passed,chase,1,5924103,4096,3,TSC_ticks/load,1000000,2.94581225390625,0.12587245298189972,2.9296875,2.9296875,2.9296875,2.923828125,2.9296875,252613,,7d4b7b6b10e5fb1482f3c7a6599661754ee2cfc24cb249d8d2bc12ec3e9c7426
skylark,comparison,machines/skylark/independent-load-v1/comparison/4031ce0ff10893f0/attempt-1788928739234645277/run.json,passed,chase,1,5924101,4096,3,TSC_ticks/load,1000000,2.943533115234375,0.14397923328090909,2.9296875,2.9296875,2.9296875,2.923828125,2.9296875,252086,,b0abdca08296acec51ee80431477c97dfd822304312acb4c52f7d3d1952fca9a
skylark,comparison,machines/skylark/independent-load-v1/comparison/4e1294f70e769af0/attempt-1788928746874989872/run.json,passed,chase,1,5924102,4096,3,TSC_ticks/load,1000000,2.943559259765625,0.1418087876065941,2.9296875,2.9296875,2.9296875,2.923828125,2.9296875,257600,,7937f8f0fb94524b077742260b6ad2cfca1bb8aad33e5598b61edf3ab6e0eec8
skylark,comparison,machines/skylark/independent-load-v1/comparison/7c4b52a3911e1e5e/attempt-1788928785252702583/run.json,passed,chase,1,5924103,4096,3,TSC_ticks/load,1000000,2.944279224609375,0.1210460179650923,2.9296875,2.9296875,2.9296875,2.923828125,2.9296875,259093,,3a98b92dd3f3ef02d5c94235745a18107859e7b5aa8cfc301c515ebbe6f59caa
skylark,comparison,machines/skylark/independent-load-v1/comparison/98fe8851d5b49f3b/attempt-1788928723882127659/run.json,passed,chase,1,5924101,4096,3,TSC_ticks/load,1000000,2.94316601953125,0.11985366699994918,2.9296875,2.9296875,2.9296875,2.923828125,2.9296875,257100,,4b0e68b6760846a79e1029158727d542e3a50d0cc04dd011d44129c1ca2f4ebb
skylark,comparison,machines/skylark/independent-load-v1/comparison/9b7c125a29a51b90/attempt-1788928754532613886/run.json,passed,chase,4,5924102,4096,3,TSC_ticks/load,1000000,0.751320802734375,0.04932469590608519,0.75,0.744140625,0.75,0.744140625,0.75,10318,,f76898bea89899b7522fa25b2439964cc0b33c6a4319246c322b36f1c85cc4b4
skylark,comparison,machines/skylark/independent-load-v1/comparison/a9ad2e39352d03a8/attempt-1788928781413623193/run.json,passed,chase,4,5924103,4096,3,TSC_ticks/load,1000000,0.7521890625,0.05545770155697442,0.75,0.75,0.75,0.744140625,0.75,241400,,6fbf3bb7eac3a55f465b5e6397571db8b9def721a15e504a1123897b25fc0098
skylark,comparison,machines/skylark/independent-load-v1/comparison/ac51a66fec63c2e3/attempt-1788928731522540391/run.json,passed,chase,4,5924101,4096,3,TSC_ticks/load,1000000,0.753017841796875,0.05056530908935751,0.75,0.75,0.75,0.744140625,0.755859375,230442,,2bbe1756c1654d0c24ef8d3156b23d01d1a845c5bab600d3bef2e4d03088f8da
skylark,comparison,machines/skylark/independent-load-v1/comparison/aef35aa059820215/attempt-1788928758345314630/run.json,passed,chase,4,5924102,4096,3,TSC_ticks/load,1000000,0.753950607421875,0.04889734452976003,0.75,0.75,0.75,0.744140625,0.75,197972,,2774ebe3bf046055dbaec6b0542015cc358a2f5a4ddd95f594abad5d33c19c7f
skylark,comparison,machines/skylark/independent-load-v1/comparison/b8271f9eb2c0e80a/attempt-1788928762157688976/run.json,passed,chase,1,5924102,4096,3,TSC_ticks/load,1000000,2.945768138671875,0.1270381084372245,2.9296875,2.9296875,2.9296875,2.923828125,2.9296875,260682,,f98f8f8a19204a6ab855735e43551671d0359580f3e4b09749f5e4490e8a0566
skylark,smoke,machines/skylark/independent-load-v1/smoke/39f614551be5e15f/attempt-1788928650280463006/run.json,passed,chase,1,5924101,4096,1,TSC_ticks/load,2048,2.9333152770996094,0.0697709591448484,2.9296875,2.9296875,2.9296875,2.923828125,2.9296875,514,,dac4c939301696ed497f57f42aec1168f1a93313505458376f10da9e870dc83b
skylark,smoke,machines/skylark/independent-load-v1/smoke/6473570af8cb0465/attempt-1788928652413923167/run.json,passed,chase,4,5924101,4096,1,TSC_ticks/load,2048,0.7515478134155273,0.035091807788536995,0.75,0.75,0.75,0.744140625,0.75,386,,1d0ec36a672802177ccf9d292b2d1f17867d601c3ba938dd8b99fc617b5fb7b4
skylark,smoke,machines/skylark/independent-load-v1/smoke/b72263ef8b47f50f/attempt-1788928654545501181/run.json,passed,overhead,1,5924101,4096,1,TSC_ticks/interval,2048,95.0625,31.902085176255532,96.0,96.0,96.0,72.0,96.0,140,,c9ef5988364b9bf3b089e316615fefedc693062ce5f64aae5ee347fcf662566c
skylark,smoke,machines/skylark/independent-load-v1/smoke/c13b49eaf75b5c13/attempt-1788928656678095518/run.json,passed,loop,1,5924101,4096,1,TSC_ticks/load,2048,0.20666885375976562,0.026647897612138857,0.205078125,0.205078125,0.205078125,0.205078125,0.2109375,319,,ff4289fdc894aa9cbd993fd52f58b424b8e68dee0593bd27a863bb141164c885
artemisia,calibration,machines/artemisia/independent-load-v1/calibration/037f0b274cdbd2e9/attempt-1788928746526824600/run.json,passed,chase,4,5924101,4096,5,TSC_ticks/load,1000000,1.2726456162109374,0.0708151662778487,1.26904296875,1.267578125,1.2705078125,1.26611328125,1.2724609375,7712,,b431bedc0fd5b6098a2bef72b037dec78bcebb0f23066b5a0c159debbc2bdd3b
artemisia,calibration,machines/artemisia/independent-load-v1/calibration/39674ad348edf8a9/attempt-1788928761573276767/run.json,passed,loop,1,5924101,4096,5,TSC_ticks/load,1000000,0.2777416904296875,0.0325812830824062,0.275390625,0.27490234375,0.27587890625,0.2744140625,0.28466796875,185444,,e36227abbab7497821845f3f4d201e1d5411fbef80cc09eb59d0395955027931
artemisia,calibration,machines/artemisia/independent-load-v1/calibration/44b6019a19a40346/attempt-1788928715178392967/run.json,passed,loop,1,5924101,4096,4,TSC_ticks/load,1000000,0.28383837158203123,0.05404010195346377,0.275390625,0.27490234375,0.2763671875,0.27392578125,0.28564453125,207952,,312ecb1c6f402bf15299af08576f7a21af2f5221dec7762fed78eee549c814f6
artemisia,calibration,machines/artemisia/independent-load-v1/calibration/511efc2dfa06b8df/attempt-1788928724474739940/run.json,noisy,chase,1,5924101,4096,4,TSC_ticks/load,1000000,5.042872658203125,0.1931987152440743,5.02685546875,5.02099609375,5.03271484375,5.017578125,5.037109375,28212,SMT sibling became busy,f6d8a19e9e8132369d91a7fe3fc41f912b78b8237a318500f2a45aa958f7550c
artemisia,calibration,machines/artemisia/independent-load-v1/calibration/6c74514be0b24c3f/attempt-1788928770498769091/run.json,noisy,chase,1,5924101,4096,5,TSC_ticks/load,1000000,5.038979467773437,0.1300135482912981,5.02685546875,5.02099609375,5.0322265625,5.017578125,5.03564453125,16064,SMT sibling became busy,1f3d04c6f76a62b61127dbd823da4c09be7ec24594e50fc870cfdfac0d8b78c2
artemisia,calibration,machines/artemisia/independent-load-v1/calibration/98c7728e63ee49b1/attempt-1788928838958623052/run.json,passed,chase,4,5924101,4096,28,TSC_ticks/load,1000000,1.2723835048828125,0.07304368636890826,1.26904296875,1.267578125,1.2705078125,1.26611328125,1.27197265625,3003,,7e6a223d18fe76c3ff3a400bd98e8bf8480eee9a9a80eb32e37a65e75541b3cb
artemisia,calibration,machines/artemisia/independent-load-v1/calibration/a764c34b40a6c1eb/attempt-1788928802881094187/run.json,passed,overhead,1,5924101,4096,28,TSC_ticks/interval,1000000,85.557866,31.215634030752156,86.0,84.0,86.0,84.0,88.0,48837,,7d8cb807000c8cd527ba72d737aab0f74398521b88f2feea773b9b758b4c6380
artemisia,calibration,machines/artemisia/independent-load-v1/calibration/c4e520b28d160f03/attempt-1788928792180830746/run.json,passed,chase,4,5924101,4096,28,TSC_ticks/load,1000000,1.27246639453125,0.07745909012961492,1.26904296875,1.267578125,1.2705078125,1.26611328125,1.27197265625,2983,,02c77b1e8f8c64973a2778db950a977e22b7e930721d90a3ba9ec7dd871cdb0d
artemisia,calibration,machines/artemisia/independent-load-v1/calibration/ca4948ec31487b8a/attempt-1788928807882483327/run.json,passed,loop,1,5924101,4096,28,TSC_ticks/load,1000000,0.27744631884765625,0.030714133621487175,0.275390625,0.27490234375,0.2763671875,0.27392578125,0.28466796875,172512,,a32ec00aebe62d6b4f35f57372ed231c0fea65903bc387236c1367d49b0e2e87
artemisia,calibration,machines/artemisia/independent-load-v1/calibration/cda0958dd6875694/attempt-1788928816943615363/run.json,passed,chase,1,5924101,4096,28,TSC_ticks/load,1000000,5.085674686035156,8.292656422376853,5.0263671875,5.0205078125,5.0322265625,5.017578125,5.03515625,10324,,f4f859be28ef1c2a66d64940ead36c3a5ae1dc852634959f0c02fc2567ec8866
artemisia,calibration,machines/artemisia/independent-load-v1/calibration/d445a2735c6b0cfc/attempt-1788928710115161096/run.json,noisy,overhead,1,5924101,4096,9,TSC_ticks/interval,1000000,85.464022,46.29738872800192,86.0,84.0,86.0,82.0,88.0,45556,SMT sibling became busy,af4b07289cf3f76172b6c5c1408309de281a8e3402fa426d265a4ffe4981208a
artemisia,calibration,machines/artemisia/independent-load-v1/calibration/fa120c31508d38c9/attempt-1788928756594276690/run.json,passed,overhead,1,5924101,4096,5,TSC_ticks/interval,1000000,85.48823,33.2722853214514,86.0,84.0,86.0,82.0,88.0,45150,,a55c5b6d3d744a015c3a6ac1e594524dff27305fd98eb33fede9871acea3f59f
artemisia,comparison,machines/artemisia/independent-load-v1/comparison/097a1c22903250f2/attempt-1788929041846817890/run.json,passed,chase,4,5924103,4096,54,TSC_ticks/load,1000000,1.27515580078125,0.11924696138724786,1.26953125,1.26806640625,1.27099609375,1.26611328125,1.27392578125,33645,,0fcb265171a7a69731248c1547bd0313847764cdef217cdb9f33a3bb342ff6be
artemisia,comparison,machines/artemisia/independent-load-v1/comparison/2899815d0b6a65a1/attempt-1788928882402186919/run.json,passed,chase,4,5924101,4096,28,TSC_ticks/load,1000000,1.2723828315429688,0.07360972558508394,1.26904296875,1.267578125,1.2705078125,1.26611328125,1.27197265625,3034,,cda7be66a60675bbd9dd1207acf081dd66afa14a3eff96fa43afe8a082b2186f
artemisia,comparison,machines/artemisia/independent-load-v1/comparison/39e18bdd904491ce/attempt-1788929019758492774/run.json,passed,chase,1,5924103,4096,54,TSC_ticks/load,1000000,5.053027487792969,0.19515005403483732,5.02685546875,5.02099609375,5.03271484375,5.017578125,5.283203125,59988,,44af4a2e6c97ab75e5702091fea627dcc32689ee1926ba9a975e5b67413436a3
artemisia,comparison,machines/artemisia/independent-load-v1/comparison/4031ce0ff10893f0/attempt-1788928893059426720/run.json,passed,chase,1,5924101,4096,54,TSC_ticks/load,1000000,5.040742818359375,0.2414520633153122,5.02685546875,5.021484375,5.03271484375,5.01806640625,5.03662109375,13151,,a890059153160a597f2f113bebbcf0f0b08eef96ee3abc80795a770a96a80363
artemisia,comparison,machines/artemisia/independent-load-v1/comparison/4e1294f70e769af0/attempt-1788928951067453963/run.json,passed,chase,1,5924102,4096,54,TSC_ticks/load,1000000,5.043237870117188,0.18730511969746078,5.02685546875,5.02099609375,5.03271484375,5.017578125,5.0361328125,21147,,3113c199cff7d41bb9f955aa768f0578463ad572fb46d79911aad8e47ffc4af3
artemisia,comparison,machines/artemisia/independent-load-v1/comparison/5b00283720cdb052/attempt-1788928928262867668/run.json,passed,chase,1,5924101,4096,54,TSC_ticks/load,1000000,5.040249867675781,0.15491228359247355,5.02685546875,5.02099609375,5.0322265625,5.017578125,5.03564453125,12433,,25d602fd73146b9b921d442557c58e5fc792be415cae8078cd3c0976509dc40d
artemisia,comparison,machines/artemisia/independent-load-v1/comparison/7c4b52a3911e1e5e/attempt-1788929065892470711/run.json,passed,chase,1,5924103,4096,54,TSC_ticks/load,1000000,5.044043915039063,0.19674852036114207,5.02685546875,5.02099609375,5.0322265625,5.017578125,5.03564453125,25254,,417df8be45aa4b0400041cb055ecd5b9a3909e7f9a10aad35783e22ca60dda3e
artemisia,comparison,machines/artemisia/independent-load-v1/comparison/98fe8851d5b49f3b/attempt-1788928849626862331/run.json,passed,chase,1,5924101,4096,28,TSC_ticks/load,1000000,5.083963501464844,8.130414653923822,5.0263671875,5.0205078125,5.0322265625,5.017578125,5.03515625,10331,,716be995ac68c4fdff1b4be412b219bc3a95576ed85c2b0cff7fddd12495c3eb
artemisia,comparison,machines/artemisia/independent-load-v1/comparison/9b7c125a29a51b90/attempt-1788928973886370894/run.json,passed,chase,4,5924102,4096,54,TSC_ticks/load,1000000,1.2730059467773438,0.11656153236962392,1.26904296875,1.267578125,1.27099609375,1.26611328125,1.2724609375,6878,,66928c53689d3cb083e34fd662d9cac400432f53d646cc7822fe6cb2ccbc9e2c
artemisia,comparison,machines/artemisia/independent-load-v1/comparison/a9ad2e39352d03a8/attempt-1788929054474797973/run.json,passed,chase,4,5924103,4096,54,TSC_ticks/load,1000000,1.2738674125976563,0.08916199874336675,1.26904296875,1.267578125,1.2705078125,1.26611328125,1.2724609375,18808,,9a62a0acd149e12dbcbdd4b1e503cee009edf5840d9005ea41464288482d15e0
artemisia,comparison,machines/artemisia/independent-load-v1/comparison/ac51a66fec63c2e3/attempt-1788928871697464251/run.json,passed,chase,4,5924101,4096,28,TSC_ticks/load,1000000,1.2723564028320313,0.07212944386522116,1.26904296875,1.267578125,1.2705078125,1.26611328125,1.27197265625,3019,,45ca72b803f225d1e8e8137dac26bc06de4969bc726d2bce08b2760de8363591
artemisia,comparison,machines/artemisia/independent-load-v1/comparison/aef35aa059820215/attempt-1788928985456185508/run.json,passed,chase,4,5924102,4096,54,TSC_ticks/load,1000000,1.2727234047851563,0.11097053697185848,1.26904296875,1.267578125,1.2705078125,1.26611328125,1.2724609375,3561,,3d9b9d5e5cc68cd68d22f9ef85603c26670e4e127ec89c33d860a9b1dcd85f31
artemisia,comparison,machines/artemisia/independent-load-v1/comparison/af4d095a3047be9b/attempt-1788928916255321637/run.json,passed,chase,4,5924101,4096,54,TSC_ticks/load,1000000,1.273197619140625,0.14161683951638473,1.26904296875,1.267578125,1.27099609375,1.26611328125,1.2724609375,4575,,08a240dc8b882257fe6bb29e7f263741845708ae47cd504075432f6a94859946
artemisia,comparison,machines/artemisia/independent-load-v1/comparison/b8271f9eb2c0e80a/attempt-1788928996906591883/run.json,passed,chase,1,5924102,4096,54,TSC_ticks/load,1000000,5.050708170898438,0.20123412378439146,5.02734375,5.021484375,5.033203125,5.01806640625,5.041015625,48009,,2d526f3d48db1b51e4f15efb1d0dde28d3ada30a75c6c7a635a548b0db80c1f2
artemisia,smoke,machines/artemisia/independent-load-v1/smoke/39f614551be5e15f/attempt-1788928651981755310/run.json,passed,chase,1,5924101,4096,8,TSC_ticks/load,2048,5.040964841842651,0.1420089285760151,5.02685546875,5.02099609375,5.0322265625,5.017578125,5.03515625,24,,76b30c0dab9d25e07473e376c5be099ccc2548b1960b4a102ddf31cfcddf97a4
artemisia,smoke,machines/artemisia/independent-load-v1/smoke/6473570af8cb0465/attempt-1788928654185934458/run.json,passed,chase,4,5924101,4096,4,TSC_ticks/load,2048,1.2724215984344482,0.06531983864155383,1.26904296875,1.267578125,1.2705078125,1.26611328125,1.2724609375,7,,143e111a3711deff8aef5a5d22a03458cfcc9bd9e39b80a658869bb5b9bc4c1a
