stride_bytes,L1D-read-access,L1D-read-miss,cycles,instructions,time_enabled_ns,time_running_ns
16,0,0,0,0,2394025486,0
24,0,0,0,0,2421217509,0
32,0,0,0,0,2419829854,0
40,0,0,0,0,2537073116,0
48,0,0,0,0,2389957782,0
56,0,0,0,0,3024013574,0
64,0,0,0,0,4001175998,0
72,0,0,0,0,3799691860,0
80,0,0,0,0,2623681556,0
96,0,0,0,0,2890852478,0
112,0,0,0,0,2800684289,0
128,0,0,0,0,3091084417,0
160,0,0,0,0,2926550690,0
192,0,0,0,0,2669933659,0
256,0,0,0,0,3707351900,0
