host,group,mode,size_kib,unit,median_change_percent,percentile_bands_overlap,coarse_mean,refinement_mean,coarse_median,refinement_median,coarse_stddev,refinement_stddev,coarse_q1,refinement_q1,coarse_q3,refinement_q3,coarse_p5,refinement_p5,coarse_p95,refinement_p95,coarse_outliers,refinement_outliers,coarse_zeros,refinement_zeros
artemisia,large,sequential,32768.0,TSC ticks/access,-20.76947918501556,True,31.82173243408203,26.329072346191406,33.263671875,26.35498046875,6.336337271185501,8.924213374319038,29.73291015625,20.94091796875,35.02001953125,32.0224609375,22.904296875,16.71044921875,35.7578125,35.03271484375,39975,543,0,0
artemisia,large,sequential,65536.0,TSC ticks/access,-0.5112573605819182,True,35.34626630126953,35.07944889355469,35.24169921875,35.0615234375,4.422334162861085,4.264992543887798,34.9892578125,34.7333984375,35.51904296875,35.35302734375,34.54833984375,34.052734375,36.3125,36.09912109375,64459,65563,0,0
artemisia,large,sequential,131072.0,TSC ticks/access,-0.073280331835468,True,35.47513140087891,35.44763492724609,35.31494140625,35.2890625,5.707321925428262,4.544422933912742,35.1044921875,35.0888671875,35.58447265625,35.5263671875,34.8232421875,34.82421875,36.41650390625,36.48876953125,61672,71520,0,0
charnwood,small,random,16.0,TSC ticks/access,21.551240318778753,False,4.4089723740234374,5.344864800292969,4.35009765625,5.28759765625,0.5832435418891512,0.32935981924133423,4.2919921875,5.27685546875,4.43359375,5.337890625,4.28173828125,5.26953125,4.5830078125,5.4326171875,29669,50730,0,0
charnwood,small,random,32.0,TSC ticks/access,22.25430316490837,False,4.457251439941406,5.432194645019531,4.39697265625,5.37548828125,0.39425965289931125,0.4426683710619427,4.33056640625,5.33056640625,4.47412109375,5.4189453125,4.3125,5.3125,4.619140625,5.5419921875,32253,45949,0,0
charnwood,small,random,64.0,TSC ticks/access,19.954732077060733,False,9.335879275878906,11.224721612792969,9.2763671875,11.12744140625,0.4444063420003036,0.6024544777927091,9.21533203125,11.052734375,9.3515625,11.22021484375,9.0888671875,10.962890625,9.5390625,11.44189453125,79753,43497,0,0
charnwood,small,sequential,16.0,TSC ticks/access,21.83843384338433,False,4.387603968261719,5.34508880859375,4.33984375,5.28759765625,0.29161516336242566,0.32476259720108497,4.2900390625,5.27734375,4.42724609375,5.34033203125,4.28125,5.26953125,4.57275390625,5.423852539062466,27028,47808,0,0
charnwood,small,sequential,32.0,TSC ticks/access,22.174154187465334,False,4.4404721049804685,5.423954913574219,4.40185546875,5.3779296875,0.3029817872447641,0.5387227901899281,4.35107421875,5.34033203125,4.4912109375,5.42822265625,4.298828125,5.3076171875,4.60009765625,5.5546875,33897,47491,0,0
charnwood,small,sequential,64.0,TSC ticks/access,19.66816833315019,False,4.442757133789063,5.371318295410156,4.44384765625,5.31787109375,0.37340523200122394,0.32466198531154467,4.31787109375,5.30712890625,4.458984375,5.35595703125,4.30322265625,5.298828125,4.59326171875,5.45849609375,22872,67542,0,0
charnwood,middle,random,128.0,TSC ticks/access,12.105224321133413,False,13.333273495605468,14.962319314941407,13.234375,14.83642578125,0.8705500841719951,0.7399690673924807,13.1025390625,14.69384765625,13.38427734375,15.00927734375,12.916015625,14.53271484375,13.78173828125,15.3564453125,50278,38099,0,0
charnwood,middle,random,256.0,TSC ticks/access,11.041324096288108,False,18.298418875976562,20.332986966308592,18.11376953125,20.11376953125,1.0688980010420894,1.2960152708479953,17.91845703125,19.8896484375,18.373046875,20.36328125,17.654296875,19.5830078125,19.0966796875,21.16748046875,59064,54368,0,0
charnwood,middle,random,512.0,TSC ticks/access,15.411243834313893,False,33.10132266845703,38.23416394287109,32.865234375,37.93017578125,1.2100912371094021,1.3576712869370147,32.6767578125,37.7373046875,33.07568359375,38.19287109375,32.38916015625,37.52001953125,35.09912109375,41.37939453125,167449,68653,0,0
charnwood,middle,random,1024.0,TSC ticks/access,7.973236088252067,False,45.60046196289063,49.27172888671875,45.39111328125,49.01025390625,1.2085906332886183,1.1651566032387868,45.2353515625,48.82568359375,45.60107421875,49.1865234375,44.8330078125,48.59765625,48.546875,52.56640625,109723,78099,0,0
charnwood,middle,sequential,128.0,TSC ticks/access,19.321775160833067,False,4.546197076171875,5.390289262695313,4.47802734375,5.34326171875,0.3918099541110607,0.32289722939383864,4.44873046875,5.3095703125,4.53076171875,5.3876953125,4.43896484375,5.2958984375,4.6748046875,5.52587890625,58989,61311,0,0
charnwood,middle,sequential,256.0,TSC ticks/access,19.750966079862597,False,4.595675352050781,5.487342235351562,4.548828125,5.447265625,0.27869311633560384,0.31773766286895977,4.51416015625,5.41357421875,4.61279296875,5.4853515625,4.48388671875,5.3720703125,4.74169921875,5.619140625,37806,61786,0,0
charnwood,middle,sequential,512.0,TSC ticks/access,11.610562386615598,False,4.873095916992187,5.444736881347656,4.8447265625,5.4072265625,0.5590712676392765,0.45239654607468954,4.72314453125,5.39990234375,4.85546875,5.4150390625,4.67919921875,5.392578125,4.943359375,5.46533203125,26320,108832,0,0
charnwood,middle,sequential,1024.0,TSC ticks/access,7.677356656948486,False,5.052052216796875,5.452082157714844,5.0244140625,5.41015625,0.34539766269733935,0.34697180022486496,5.01708984375,5.4033203125,5.0322265625,5.41748046875,5.009765625,5.396484375,5.20361328125,5.4677734375,195660,113517,0,0
charnwood,large,random,2048.0,TSC ticks/access,4.405837127715162,True,52.5643267084961,55.164276328125,52.33203125,54.6376953125,1.18322302659293,2.3918262606947764,52.1982421875,54.4697265625,52.47900390625,54.8955078125,52.01025390625,54.22705078125,55.86279296875,58.36279296875,76713,140283,0,0
charnwood,large,random,4096.0,TSC ticks/access,73.60600829238781,False,66.6139572919922,115.6428888984375,66.1845703125,114.900390625,2.1839563954158123,7.156129904325657,65.513671875,111.83544921875,67.060546875,118.201171875,64.611328125,106.58251953125,70.06396484375,127.42138671875,79035,53682,0,0
charnwood,large,random,8192.0,TSC ticks/access,13.80431549930976,False,220.85803623291017,251.05709518164062,220.0009765625,250.37060546875,5.914733064243585,8.281166449452877,217.7314453125,246.00048828125,223.4453125,255.14892578125,215.00634765625,239.5712890625,228.5869140625,264.37795410156247,28312,29855,0,0
charnwood,large,random,16384.0,TSC ticks/access,7.11180991966458,False,296.07760099560545,316.37387011523435,295.33154296875,316.3349609375,5.856381705539622,11.467898152785558,293.078125,313.6806640625,299.185546875,320.38037109375,290.63232421875,307.369140625,302.98098144531247,324.95947265625,16211,53464,0,0
charnwood,large,sequential,2048.0,TSC ticks/access,3.934057699512916,False,5.248524164550782,5.4715252045898435,5.212890625,5.41796875,0.31236209605852644,0.40115240707961125,5.2041015625,5.4072265625,5.2314453125,5.4501953125,5.19677734375,5.39794921875,5.29638671875,5.55810546875,88833,74247,0,0
charnwood,large,sequential,4096.0,TSC ticks/access,9.986143187066965,False,5.337711158203125,5.877866555175781,5.28564453125,5.8134765625,0.506765002555748,0.4278596536917701,5.2470703125,5.75732421875,5.34326171875,5.89599609375,5.20947265625,5.68505859375,5.482421875,6.11083984375,46903,59148,0,0
charnwood,large,sequential,8192.0,TSC ticks/access,12.290890179422732,False,5.697584354003906,6.3727673256835935,5.63330078125,6.32568359375,0.3397820967408916,0.4644781886992363,5.58837890625,6.25537109375,5.7509765625,6.44873046875,5.53759765625,6.03662109375,5.90771484375,6.58251953125,28026,27264,0,0
charnwood,large,sequential,16384.0,TSC ticks/access,11.655913978494613,False,5.740178899902344,6.399968218261718,5.67626953125,6.337890625,0.3423603506982772,0.4448296458738185,5.6328125,6.28173828125,5.7783203125,6.4697265625,5.60986328125,6.064453125,5.9375,6.61865234375,30747,27141,0,0
crux,small,random,16.0,TSC ticks/access,-0.009285913269574397,True,2.682895228027344,2.67847844140625,2.629150390625,2.62890625,0.676368863645444,0.6135425560164322,2.625,2.62451171875,2.665283203125,2.651123046875,2.621337890625,2.62109375,2.712646484375,2.69580078125,33997,52994,0,0
crux,small,random,32.0,TSC ticks/access,-2.4162400071858436,True,2.765768796142578,2.7135456350097655,2.718017578125,2.65234375,0.594889449648256,0.5942520110940058,2.707763671875,2.646240234375,2.753662109375,2.693115234375,2.654541015625,2.641357421875,2.816650390625,2.768798828125,46473,52678,0,0
crux,small,random,64.0,TSC ticks/access,-0.04876967412990041,True,5.5961080546875,5.59555744946289,5.506591796875,5.50390625,0.7986309276073452,0.8550524144223608,5.48046875,5.4697265625,5.564453125,5.5517578125,5.447265625,5.44677734375,5.7333984375,5.722900390625,67182,67701,0,0
crux,small,sequential,16.0,TSC ticks/access,0.01857355126300142,True,2.669436985595703,2.678711052734375,2.62890625,2.62939453125,0.5052939488257071,0.5826715299045259,2.62451171875,2.625,2.654052734375,2.667724609375,2.62109375,2.621337890625,2.725341796875,2.715087890625,72914,30870,0,0
crux,small,sequential,32.0,TSC ticks/access,-2.617055367633969,True,2.7751730068359377,2.7291145900878906,2.74267578125,2.6708984375,0.43211083243730053,0.6384033326150939,2.724853515625,2.654541015625,2.775634765625,2.709716796875,2.696533203125,2.645751953125,2.8583984375,2.797119140625,61607,52617,0,0
crux,small,sequential,64.0,TSC ticks/access,-2.126696832579189,True,2.727563619873047,2.6879378674316405,2.69775390625,2.640380859375,0.5072703543130961,0.5802184931462956,2.6728515625,2.6357421875,2.71142578125,2.662353515625,2.6357421875,2.6318359375,2.815673828125,2.726318359375,73034,73412,0,0
crux,middle,random,128.0,TSC ticks/access,9.055793991416316,False,6.951363069335938,7.537688923339844,6.826171875,7.4443359375,1.0358346187094163,0.8749904375322974,6.76416015625,7.38427734375,6.912841796875,7.52001953125,6.6884765625,7.314453125,7.162109375,7.73486328125,56760,53294,0,0
crux,middle,random,256.0,TSC ticks/access,26.200821731547986,False,8.38142749243164,10.62382419555664,8.259521484375,10.423583984375,0.9660007103097379,1.4454944469033737,8.1689453125,10.30712890625,8.378662109375,10.5712890625,8.0615234375,10.169189453125,8.713134765625,11.065185546875,52893,57931,0,0
crux,middle,random,512.0,TSC ticks/access,-0.6995568685376652,True,20.936066264892577,20.791261037109376,20.660400390625,20.515869140625,1.9835768038614414,1.9560621136200829,20.541259765625,20.406494140625,20.79541015625,20.639892578125,20.353759765625,20.27978515625,21.361584472656233,21.133056640625,62129,59705,0,0
crux,middle,random,1024.0,TSC ticks/access,-0.007276762568331208,True,27.07879432519531,27.175437077148437,26.840576171875,26.838623046875,2.0237672934818813,2.3499989045843734,26.721923828125,26.725830078125,26.945556640625,26.935546875,26.571044921875,26.574462890625,27.596691894531233,27.89013671875,56274,71644,0,0
crux,middle,sequential,128.0,TSC ticks/access,-0.8728516152254118,True,2.7483121193847655,2.768294876220703,2.713134765625,2.689453125,0.39115952179061725,0.8765387764582608,2.7021484375,2.641845703125,2.744140625,2.718505859375,2.653564453125,2.6337890625,2.86474609375,2.900146484375,93905,75274,0,0
crux,middle,sequential,256.0,TSC ticks/access,0.09944851279268807,True,2.7492012790527345,2.7497655227050783,2.700439453125,2.703125,0.5789040489581352,0.5955416367732379,2.6796875,2.68505859375,2.73486328125,2.7353515625,2.657958984375,2.661376953125,2.85791015625,2.81201171875,66575,50665,0,0
crux,middle,sequential,512.0,TSC ticks/access,0.16292541636495628,True,2.7231604274902343,2.7505078295898437,2.697265625,2.70166015625,0.46114749900611124,0.6137477935087627,2.693603515625,2.695068359375,2.70068359375,2.722900390625,2.6904296875,2.6845703125,2.74951171875,2.78173828125,97272,71789,0,0
crux,middle,sequential,1024.0,TSC ticks/access,2.1719457013574583,True,2.7338864658203126,2.8626685900878908,2.69775390625,2.75634765625,0.5491341949521126,1.1121974455913746,2.694091796875,2.7509765625,2.701904296875,2.76123046875,2.6904296875,2.6943359375,2.7568359375,2.8857421875,137375,278903,0,0
crux,large,random,4096.0,TSC ticks/access,17.933840705297264,True,33.5027728503418,39.08023362060547,32.39990234375,38.21044921875,6.382571899966442,4.187727718615785,32.173828125,37.60546875,32.775390625,39.020751953125,31.9296875,36.839599609375,37.3662109375,43.740014648437466,116510,80580,0,0
crux,large,random,8192.0,TSC ticks/access,-11.01519911176112,True,140.8514526755371,125.29307218945313,136.550048828125,121.5087890625,16.30805177468166,13.25687364835669,132.484130859375,119.3876953125,144.928955078125,125.134521484375,123.990478515625,116.95068359375,164.6689453125,147.95460205078123,54430,124787,0,0
crux,large,random,16384.0,TSC ticks/access,-7.627146652429806,True,193.9277332548828,181.59489192333984,192.06298828125,177.4140625,13.373280747864507,14.713907273714963,188.074951171875,175.704833984375,196.862060546875,180.5498046875,179.201171875,173.71044921875,215.27490234375,207.58449707031247,73761,114913,0,0
crux,large,random,32768.0,TSC ticks/access,-0.44550311313263924,True,208.41151070947265,205.64280500878905,203.860107421875,202.951904296875,14.38698396042243,12.072572450073901,202.109130859375,201.82958984375,211.167724609375,204.489013671875,200.51171875,200.480224609375,229.39772949218747,227.55642089843747,64238,77756,0,0
crux,large,sequential,4096.0,TSC ticks/access,1.3171399247348559,True,2.9244388894042967,2.982938502441406,2.8544921875,2.89208984375,0.6208187545564502,0.7791830144494494,2.776123046875,2.81494140625,2.971435546875,3.012451171875,2.708251953125,2.74072265625,3.173828125,3.23779296875,22888,31727,0,0
crux,large,sequential,8192.0,TSC ticks/access,-1.3164231818911576,True,3.107057344238281,3.0658417861328124,3.04150390625,3.00146484375,0.5980054286733659,0.5548213340861167,2.975830078125,2.943603515625,3.16064453125,3.1181640625,2.898681640625,2.882568359375,3.334716796875,3.28076171875,20658,21859,0,0
crux,large,sequential,16384.0,TSC ticks/access,2.7209814407046284,True,3.1860537734375,3.2951123786621093,3.1044921875,3.18896484375,0.6572919914259509,0.8549525624074245,3.0419921875,3.10400390625,3.23095703125,3.326904296875,3.005859375,3.031982421875,3.4013671875,3.568603515625,18162,29632,0,0
crux,large,sequential,32768.0,TSC ticks/access,-0.645462322109025,True,3.198164559082031,3.2055922622070314,3.139404296875,3.119140625,0.5508449548043335,0.6587523779832303,3.0615234375,3.05908203125,3.257080078125,3.253662109375,3.022705078125,3.022705078125,3.408447265625,3.43212890625,14910,18965,0,0
ookay,small,random,16.0,TSC ticks/access,0.0,True,3.571965868652344,3.6010739995117187,3.53955078125,3.53955078125,0.7467171598166349,8.068718823107606,3.53369140625,3.53369140625,3.56787109375,3.57080078125,3.529296875,3.529296875,3.60986328125,3.623046875,41796,44887,0,0
ookay,small,random,32.0,TSC ticks/access,-0.1497821350762485,True,3.631900052734375,3.6279989462890625,3.5859375,3.58056640625,2.946373706727695,2.857423188071264,3.57421875,3.56982421875,3.62744140625,3.62109375,3.5654296875,3.55908203125,3.6904296875,3.6806640625,38347,34090,0,0
ookay,small,random,64.0,TSC ticks/access,-0.013187392852431756,True,7.452733075683594,7.477936657226563,7.4052734375,7.404296875,1.1640015305337168,2.5460293467387305,7.36083984375,7.35888671875,7.45703125,7.45654296875,7.31103515625,7.30712890625,7.59375,7.59423828125,47429,47117,0,0
ookay,small,sequential,16.0,TSC ticks/access,0.0,True,3.5764567485351564,3.642892354980469,3.53955078125,3.53955078125,2.2846581132431423,16.904727233167808,3.53369140625,3.53369140625,3.5712890625,3.57080078125,3.529296875,3.529296875,3.62255859375,3.62255859375,43560,45288,0,0
ookay,small,sequential,32.0,TSC ticks/access,0.8038147138964558,True,3.6182072119140627,3.6529350581054687,3.583984375,3.61279296875,2.337722958374021,1.6198350250543465,3.572265625,3.60302734375,3.62060546875,3.65625,3.53369140625,3.55517578125,3.6826171875,3.72021484375,42128,37920,0,0
ookay,small,sequential,64.0,TSC ticks/access,-0.8571428571428563,True,3.87950875,3.6813181108398436,3.5888671875,3.55810546875,1.0525002092404,7.989496984139438,3.5546875,3.55126953125,4.41748046875,3.59228515625,3.5458984375,3.54541015625,4.4853515625,4.419921875,4567,111941,0,0
ookay,middle,random,128.0,TSC ticks/access,-14.548777701622118,False,10.785583262695312,9.325403922851562,10.68603515625,9.13134765625,7.606438933914209,21.43403132441756,10.587890625,9.0625,10.78955078125,9.21826171875,10.47021484375,8.98681640625,11.0087890625,9.4345703125,31659,44740,0,0
ookay,middle,random,256.0,TSC ticks/access,-2.556617694232377,True,15.355623071777345,14.990106975097657,15.2216796875,14.83251953125,5.553550629184176,5.179131171393152,15.09912109375,14.65966796875,15.365234375,15.0146484375,14.94384765625,14.4140625,15.6904296875,15.380395507812466,39787,33481,0,0
ookay,middle,random,512.0,TSC ticks/access,-2.3415508740475155,True,27.43770184716797,26.92117512402344,27.23388671875,26.59619140625,13.73466914540289,15.079191219490161,27.0927734375,26.4736328125,27.39599609375,26.80224609375,26.9228515625,26.33935546875,27.75146484375,27.1005859375,42377,41466,0,0
ookay,middle,random,1024.0,TSC ticks/access,-0.0831138095707673,True,34.908022942382814,35.02852693847656,34.66162109375,34.6328125,14.676251119324027,22.022045980478573,34.5029296875,34.525390625,34.77197265625,34.77587890625,34.3173828125,34.3525390625,35.1162109375,35.109375,46744,51282,0,0
ookay,middle,sequential,128.0,TSC ticks/access,-0.8292550299075607,True,3.8058937680664062,3.6452278041992185,3.591796875,3.56201171875,3.24495097448677,1.5538879218224315,3.56103515625,3.552734375,3.71826171875,3.60107421875,3.55078125,3.5458984375,4.5068359375,3.87109375,216367,104153,0,0
ookay,middle,sequential,256.0,TSC ticks/access,1.213919611545733,True,3.682836968261719,3.959338443847656,3.6201171875,3.6640625,0.44344354991702106,2.0857758823794788,3.59033203125,3.61865234375,3.64990234375,4.533203125,3.572265625,3.578125,4.00732421875,4.66650390625,81856,3914,0,0
ookay,middle,sequential,512.0,TSC ticks/access,0.12113055181695032,True,3.725248531738281,3.8360071655273438,3.6279296875,3.63232421875,7.1419061366637475,1.9299876672701641,3.6220703125,3.6240234375,3.63720703125,3.67041015625,3.61572265625,3.61572265625,4.59033203125,4.62744140625,161668,183443,0,0
ookay,middle,sequential,1024.0,TSC ticks/access,-21.130794526360454,True,4.279452866210938,3.8446906123046873,4.60302734375,3.63037109375,0.7977851489578122,4.4285348109629785,3.6318359375,3.62451171875,4.61328125,3.66015625,3.62060546875,3.6181640625,4.64453125,4.61572265625,3743,186622,0,0
ookay,large,random,2048.0,TSC ticks/access,0.026601471948106692,True,41.623576526855466,38.8429074453125,38.54638671875,38.556640625,107.97549540735001,11.463845780708597,38.4501953125,38.45947265625,38.6513671875,38.66259765625,38.30078125,38.28466796875,40.75146484375,38.953125,75222,53874,0,0
ookay,large,random,4096.0,TSC ticks/access,0.5692556925569248,True,43.6970457915039,44.14018065820313,43.40234375,43.6494140625,8.59093589130011,22.145523901800427,43.04736328125,43.26220703125,43.8212890625,44.103515625,42.5947265625,42.7666015625,45.46826171875,46.1220703125,64829,70619,0,0
ookay,large,random,8192.0,TSC ticks/access,2.3797523996468284,True,129.5467842241211,132.86697522753906,128.85400390625,131.92041015625,29.202462120387626,23.083327549100996,126.93701171875,130.03515625,130.96533203125,134.076171875,124.3876953125,127.552734375,134.97998046875,138.57666015625,31424,39863,0,0
ookay,large,random,16384.0,TSC ticks/access,-0.12838980397068545,True,203.45706593408204,205.60187188427733,202.7060546875,202.44580078125,27.859560867484987,78.41229913362889,201.16845703125,200.861328125,204.43212890625,204.32861328125,199.15576171875,198.80712890625,207.490234375,208.70998535156247,26790,45874,0,0
ookay,large,sequential,2048.0,TSC ticks/access,0.10761366693570196,True,3.822562553222656,3.885269986328125,3.6298828125,3.6337890625,7.370043966041491,1.7453946510890799,3.6240234375,3.62548828125,3.658203125,3.693359375,3.61767578125,3.61767578125,4.61767578125,4.63232421875,167855,236386,0,0
ookay,large,sequential,4096.0,TSC ticks/access,0.1969279243796862,True,4.079562962890625,3.8490107416992188,3.71923828125,3.7265625,0.9890243036826879,7.806797110013023,3.65185546875,3.6767578125,4.6435546875,3.82080078125,3.62353515625,3.63037109375,4.837890625,4.18212890625,3855,76472,0,0
ookay,large,sequential,8192.0,TSC ticks/access,-3.219106957424711,True,4.491195311035156,4.138112424804688,4.23193359375,4.095703125,1.7245574982217968,1.73095858762391,4.0302734375,3.9697265625,5.02880859375,4.21533203125,3.904296875,3.8876953125,5.26953125,4.3525390625,5188,19776,0,0
ookay,large,sequential,16384.0,TSC ticks/access,0.011481056257167666,True,4.308644170898438,4.324980786132812,4.2529296875,4.25341796875,0.6532982714461555,2.0124884313272684,4.07080078125,4.0732421875,4.3544921875,4.3544921875,4.01123046875,4.01318359375,5.16796875,5.17626953125,80927,83651,0,0
upgrade,small,random,16.0,TSC ticks/access,1.6379457430472533,True,2.940433501953125,2.9419778244628905,2.86181640625,2.90869140625,0.7633309421089314,0.6546092696091268,2.85595703125,2.85791015625,2.9189453125,2.92333984375,2.85107421875,2.8515625,2.9853515625,2.972900390625,22200,16125,0,0
upgrade,small,random,32.0,TSC ticks/access,0.13297872340425343,True,2.980644455810547,2.9828023115234377,2.9375,2.94140625,0.7088913307210194,0.6662127750373109,2.885498046875,2.886962890625,2.955322265625,2.954833984375,2.87353515625,2.874267578125,3.025634765625,3.019287109375,27495,24871,0,0
upgrade,small,random,64.0,TSC ticks/access,0.41461729198000175,True,6.150836791748047,6.152008257324219,6.006103515625,6.031005859375,1.4880849327568333,1.5187284451007472,5.955810546875,5.952392578125,6.089111328125,6.09423828125,5.90283203125,5.906005859375,6.2373046875,6.2294921875,34299,30279,0,0
upgrade,small,sequential,16.0,TSC ticks/access,-0.017059024223808894,True,2.9472215634765626,2.9429933349609376,2.8623046875,2.86181640625,0.7439809815641028,0.74780308017916,2.8564453125,2.855712890625,2.9208984375,2.9189453125,2.85107421875,2.85107421875,2.979248046875,2.972412109375,23550,19412,0,0
upgrade,small,sequential,32.0,TSC ticks/access,0.10065425264218497,True,2.9883336083984373,2.9837553557128906,2.91064453125,2.91357421875,1.6222284102861328,0.7777165353677743,2.887451171875,2.880615234375,2.944091796875,2.948486328125,2.85693359375,2.87060546875,3.032958984375,3.027587890625,52740,34941,0,0
upgrade,small,sequential,64.0,TSC ticks/access,0.9260045875456591,True,2.954967509033203,2.9653228344726563,2.873779296875,2.900390625,0.787982046780403,0.7214923240094209,2.8681640625,2.87255859375,2.9287109375,2.939208984375,2.863037109375,2.866455078125,3.00244140625,3.009033203125,33430,30444,0,0
upgrade,middle,random,128.0,TSC ticks/access,-21.519810609016886,False,9.596024423583984,7.556152651611328,9.384521484375,7.364990234375,2.094079525038355,1.6809139725636533,9.283203125,7.310302734375,9.514892578125,7.444580078125,9.172607421875,7.250732421875,9.736328125,7.684814453125,33796,62913,0,0
upgrade,middle,random,256.0,TSC ticks/access,10.675634362580254,False,12.242016832519532,13.562815894042968,11.978759765625,13.257568359375,2.183786842364931,2.485728475848995,11.8134765625,13.08935546875,12.159912109375,13.456298828125,11.609375,12.90625,12.571044921875,13.936279296875,42109,45345,0,0
upgrade,middle,random,512.0,TSC ticks/access,-1.8713651093418049,True,23.33282253051758,22.81926455004883,22.75244140625,22.32666015625,3.0536639120754665,2.9403298665234803,22.6044921875,22.163330078125,22.9755859375,22.694580078125,22.436767578125,21.919677734375,24.498779296875,23.614013671875,73792,51045,0,0
upgrade,middle,random,1024.0,TSC ticks/access,0.30299429657794086,True,29.497375096435547,29.49484669946289,28.765625,28.852783203125,3.7379548343576783,3.3441843150122317,28.6533203125,28.68798828125,29.0234375,29.383056640625,28.4462890625,28.491943359375,30.7373046875,30.5107421875,86000,52569,0,0
upgrade,middle,sequential,128.0,TSC ticks/access,0.2579678788383166,True,2.9668665925292967,2.9794442717285157,2.933837890625,2.94140625,0.6185522859387569,0.6602996032364211,2.879150390625,2.886962890625,2.947021484375,2.954833984375,2.867919921875,2.874267578125,3.018310546875,3.025146484375,34906,32703,0,0
upgrade,middle,sequential,256.0,TSC ticks/access,0.24873559406350942,True,3.019965766357422,3.0162186162109377,2.944580078125,2.951904296875,0.7602661124945517,0.7699898262181506,2.909423828125,2.9140625,2.98095703125,2.98779296875,2.889892578125,2.8974609375,3.079345703125,3.0732421875,47271,36942,0,0
upgrade,middle,sequential,512.0,TSC ticks/access,-0.09142287234042978,True,3.0130920947265625,3.0086584436035158,2.9375,2.934814453125,0.7197095781842179,0.6987259604217188,2.9306640625,2.9296875,2.9951171875,2.9931640625,2.92236328125,2.923828125,3.052734375,3.006103515625,17130,17774,0,0
upgrade,middle,sequential,1024.0,TSC ticks/access,0.14977533699451762,True,3.0119449047851563,3.0069871235351564,2.93408203125,2.9384765625,0.8152214223849937,0.6726053520489176,2.929443359375,2.931640625,2.94482421875,2.998291015625,2.9248046875,2.92578125,3.006103515625,3.007568359375,224847,8285,0,0
upgrade,large,random,4096.0,TSC ticks/access,0.8386329781139068,True,34.7720889555664,34.5895356706543,34.08984375,34.375732421875,3.589677354946502,3.2463972310231908,33.8173828125,33.716064453125,34.655517578125,34.499755859375,33.649169921875,33.531005859375,35.99244384765623,35.612329101562466,50636,49770,0,0
upgrade,large,random,8192.0,TSC ticks/access,0.26264882759068353,True,61.62952128051758,61.458376568115234,60.32666015625,60.485107421875,6.360467803257135,6.050202751103296,59.149169921875,59.266357421875,61.719482421875,61.84130859375,57.65843505859375,57.66845703125,73.096923828125,66.33620605468747,75318,53893,0,0
upgrade,large,random,16384.0,TSC ticks/access,-0.6742068862642947,True,160.12079584423827,158.57537498828125,157.121826171875,156.0625,9.992342277011618,9.217188367594774,155.502685546875,154.530029296875,159.2958984375,158.00390625,153.45189208984374,152.54296875,180.74462890625,179.31884765625,146216,123401,0,0
upgrade,large,random,32768.0,TSC ticks/access,0.45796758675769045,True,201.43940495654297,201.61630998510742,197.778564453125,198.684326171875,10.382962416332276,10.125140655929147,196.609619140625,197.459716796875,199.729248046875,200.501220703125,195.239013671875,195.98681640625,221.5693359375,221.8359375,171280,140827,0,0
upgrade,large,sequential,4096.0,TSC ticks/access,2.4347681568888113,True,3.029982673828125,3.066835756591797,2.93798828125,3.009521484375,0.845405397089004,0.5213076177053529,2.93212890625,2.99755859375,2.965087890625,3.0498046875,2.92626953125,2.93701171875,3.087158203125,3.23583984375,101891,114349,0,0
upgrade,large,sequential,8192.0,TSC ticks/access,0.7702662279389871,True,3.3792857592773435,3.360622048583984,3.2646484375,3.289794921875,0.903606903588064,0.8270147449336129,3.171875,3.18994140625,3.38623046875,3.410888671875,3.09765625,3.087646484375,3.64013671875,3.5625,48235,10327,0,0
upgrade,large,sequential,16384.0,TSC ticks/access,0.4860524091293339,True,3.547792048828125,3.522919392578125,3.4658203125,3.482666015625,0.8707280390952152,0.6895416216222786,3.318115234375,3.3515625,3.564453125,3.56982421875,3.262939453125,3.277099609375,3.776123046875,3.6865234375,45115,19150,0,0
upgrade,large,sequential,32768.0,TSC ticks/access,0.12531328320801727,True,3.5599682993164063,3.5594532709960935,3.5068359375,3.51123046875,0.7976429563190588,0.7607889725477872,3.369140625,3.37646484375,3.59375,3.595458984375,3.30029296875,3.3017578125,3.722900390625,3.732177734375,19433,21066,0,0
