mode,size_kib,spacing,samples,steps,unit,mean,median,stddev,q1,q3,p5,p95,outliers,zeros
empty,16.0,8,1000000,4096,TSC ticks/timer pair,53.925996,54.0,73.98433935023311,52.0,54.0,52.0,56.0,3306,0
random,16.0,8,1000000,4096,TSC ticks/access,3.6010739995117187,3.53955078125,8.068718823107606,3.53369140625,3.57080078125,3.529296875,3.623046875,44887,0
random,24.0,8,1000000,4096,TSC ticks/access,3.598808149902344,3.54150390625,4.567527559573413,3.53466796875,3.58447265625,3.529296875,3.64111328125,29659,0
random,28.0,8,1000000,4096,TSC ticks/access,3.59033673828125,3.54296875,2.4938972026435637,3.53564453125,3.5849609375,3.52978515625,3.640625,29933,0
random,32.0,8,1000000,4096,TSC ticks/access,3.6279989462890625,3.58056640625,2.857423188071264,3.56982421875,3.62109375,3.55908203125,3.6806640625,34090,0
random,36.0,8,1000000,4096,TSC ticks/access,4.56384833203125,4.51220703125,2.0638596726441847,4.48486328125,4.54833984375,4.45556640625,4.6259765625,38021,0
random,40.0,8,1000000,4096,TSC ticks/access,5.311684070800781,5.2490234375,7.647703381571518,5.216796875,5.2900390625,5.18359375,5.38427734375,41818,0
random,44.0,8,1000000,4096,TSC ticks/access,5.821620669433594,5.75927734375,3.733525032272861,5.7275390625,5.802734375,5.677734375,5.8984375,40898,0
random,48.0,8,1000000,4096,TSC ticks/access,6.317584909667969,6.23828125,7.7206627095232925,6.20654296875,6.28125,6.15185546875,6.38671875,46860,0
random,52.0,8,1000000,4096,TSC ticks/access,6.721692812988281,6.6494140625,6.576108886875096,6.60888671875,6.69775390625,6.56298828125,6.81591796875,44295,0
random,56.0,8,1000000,4096,TSC ticks/access,6.985714696777344,6.87548828125,11.76898559289152,6.83935546875,6.92236328125,6.80126953125,7.0380859375,46383,0
random,60.0,8,1000000,4096,TSC ticks/access,7.1839972158203125,7.115234375,2.3627924061979404,7.0673828125,7.17236328125,7.013671875,7.310546875,42972,0
random,64.0,8,1000000,4096,TSC ticks/access,7.477936657226563,7.404296875,2.5460293467387305,7.35888671875,7.45654296875,7.30712890625,7.59423828125,47117,0
sequential,16.0,8,1000000,4096,TSC ticks/access,3.642892354980469,3.53955078125,16.904727233167808,3.53369140625,3.57080078125,3.529296875,3.62255859375,45288,0
sequential,24.0,8,1000000,4096,TSC ticks/access,3.6012439111328125,3.5400390625,6.745337329572959,3.5341796875,3.57763671875,3.529296875,3.6337890625,40366,0
sequential,28.0,8,1000000,4096,TSC ticks/access,3.5892338295898436,3.54248046875,1.572341990042197,3.53564453125,3.587890625,3.529296875,3.64794921875,32552,0
sequential,32.0,8,1000000,4096,TSC ticks/access,3.6529350581054687,3.61279296875,1.6198350250543465,3.60302734375,3.65625,3.55517578125,3.72021484375,37920,0
sequential,36.0,8,1000000,4096,TSC ticks/access,4.106083262207031,4.40625,2.014833248820715,3.5576171875,4.42138671875,3.54638671875,4.47412109375,4961,0
sequential,40.0,8,1000000,4096,TSC ticks/access,3.749686685058594,3.56005859375,1.6482871837629147,3.552734375,3.60400390625,3.546875,4.44677734375,197760,0
sequential,44.0,8,1000000,4096,TSC ticks/access,3.6318471650390625,3.5576171875,4.218828002769694,3.5517578125,3.58447265625,3.54638671875,3.731958007812466,77381,0
sequential,48.0,8,1000000,4096,TSC ticks/access,3.980986001464844,3.5966796875,7.711376792951824,3.55712890625,4.42041015625,3.54833984375,4.47607421875,4911,0
sequential,52.0,8,1000000,4096,TSC ticks/access,3.8383694340820314,3.56689453125,1.662586039005684,3.55224609375,4.41064453125,3.54541015625,4.46484375,4509,0
sequential,56.0,8,1000000,4096,TSC ticks/access,3.9717076245117187,3.59619140625,1.9320717891355117,3.5556640625,4.421875,3.546875,4.47998046875,4771,0
sequential,60.0,8,1000000,4096,TSC ticks/access,3.7326034052734376,3.55908203125,4.316702069234144,3.5517578125,3.6005859375,3.5458984375,4.4453125,168624,0
sequential,64.0,8,1000000,4096,TSC ticks/access,3.6813181108398436,3.55810546875,7.989496984139438,3.55126953125,3.59228515625,3.54541015625,4.419921875,111941,0
