constraint,generation,exact_cpu_model,baseline_verified_points,baseline_noisy_points,followup_verified_points,followup_noisy_points,l1_capacity_lower_bytes,l1_capacity_upper_bytes,l1_line_candidate_bytes,l1_ways_candidate,l1_small_class_median_native,l1_unit,timing_class_count,post_refinement_inclusion_status,independent_load_ratio_median,inference_status
haswell,Haswell,Intel(R) Xeon(R) CPU E5-2650 v3 @ 2.30GHz,326,0,738,28,32768,36864,64,8,3.66015625,TSC_ticks/access,5,behavioral evidence; global policy remains uncertain,3.938345051379124,complete with explicit uncertainties
cascadelake,Cascade Lake,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,292,3,824,51,32768,36864,64,8,3.33203125,TSC_ticks/access,,behavioral evidence; global policy remains uncertain,3.9530878859857483,complete with explicit uncertainties
icelake_8358,Ice Lake-SP,Intel(R) Xeon(R) Platinum 8358 CPU @ 2.60GHz,291,42,823,113,49152,53248,64,12,5.25,TSC_ticks/access,5,behavioral evidence; global policy remains uncertain,3.9517355388613087,complete with explicit uncertainties
genoa,Zen 4 / Genoa,AMD EPYC 9654 96-Core Processor,360,1,595,7,32768,36864,64,8,5.0625,TSC_ticks/access,5,behavioral evidence; global policy remains uncertain,3.90521327014218,complete with explicit uncertainties
turin,Zen 5 / Turin,AMD EPYC 9655 96-Core Processor,343,0,626,12,49152,53248,64,12,3.30078125,TSC_ticks/access,5,behavioral evidence; global policy remains uncertain,3.9291338582677167,complete with explicit uncertainties
