mode,size_kib,spacing,samples,steps,unit,mean,median,stddev,q1,q3,p5,p95,outliers,zeros
empty,4.0,8,1000000,4096,TSC ticks/timer pair,40.85364,40.0,40.767434684244364,40.0,42.0,39.0,43.0,159,0
random,4.0,8,1000000,4096,TSC ticks/access,2.7085412080078126,2.6826171875,0.6062081440336602,2.63134765625,2.687744140625,2.62255859375,2.716552734375,15396,0
random,8.0,8,1000000,4096,TSC ticks/access,2.6669293283691404,2.62744140625,0.5812794509743546,2.6240234375,2.63134765625,2.62109375,2.68017578125,138465,0
random,16.0,8,1000000,4096,TSC ticks/access,2.682895228027344,2.629150390625,0.676368863645444,2.625,2.665283203125,2.621337890625,2.712646484375,33997,0
random,32.0,8,1000000,4096,TSC ticks/access,2.765768796142578,2.718017578125,0.594889449648256,2.707763671875,2.753662109375,2.654541015625,2.816650390625,46473,0
random,64.0,8,1000000,4096,TSC ticks/access,5.5961080546875,5.506591796875,0.7986309276073452,5.48046875,5.564453125,5.447265625,5.7333984375,67182,0
random,128.0,8,1000000,4096,TSC ticks/access,6.951363069335938,6.826171875,1.0358346187094163,6.76416015625,6.912841796875,6.6884765625,7.162109375,56760,0
random,256.0,8,1000000,4096,TSC ticks/access,8.38142749243164,8.259521484375,0.9660007103097379,8.1689453125,8.378662109375,8.0615234375,8.713134765625,52893,0
random,512.0,8,1000000,4096,TSC ticks/access,20.936066264892577,20.660400390625,1.9835768038614414,20.541259765625,20.79541015625,20.353759765625,21.361584472656233,62129,0
random,1024.0,8,1000000,4096,TSC ticks/access,27.07879432519531,26.840576171875,2.0237672934818813,26.721923828125,26.945556640625,26.571044921875,27.596691894531233,56274,0
random,2048.0,8,1000000,4096,TSC ticks/access,30.373955376220703,29.949462890625,14.768535215618083,29.85693359375,30.02783203125,29.7236328125,31.226806640625,109198,0
random,4096.0,8,1000000,4096,TSC ticks/access,33.5027728503418,32.39990234375,6.382571899966442,32.173828125,32.775390625,31.9296875,37.3662109375,116510,0
random,8192.0,8,1000000,4096,TSC ticks/access,140.8514526755371,136.550048828125,16.30805177468166,132.484130859375,144.928955078125,123.990478515625,164.6689453125,54430,0
random,16384.0,8,1000000,4096,TSC ticks/access,193.9277332548828,192.06298828125,13.373280747864507,188.074951171875,196.862060546875,179.201171875,215.27490234375,73761,0
random,32768.0,8,1000000,4096,TSC ticks/access,208.41151070947265,203.860107421875,14.38698396042243,202.109130859375,211.167724609375,200.51171875,229.39772949218747,64238,0
random,65536.0,8,1000000,4096,TSC ticks/access,225.97504936450196,224.185302734375,12.415709644553921,221.8603515625,225.94873046875,216.452880859375,246.43970947265623,123199,0
random,131072.0,8,1000000,4096,TSC ticks/access,231.09526223779298,228.2138671875,12.47748999594924,227.391845703125,229.306640625,226.37939453125,253.23779296875,85856,0
random,262144.0,8,1000000,4096,TSC ticks/access,238.88638910986327,235.66455078125,13.236958092714247,234.783447265625,236.913330078125,233.76025390625,261.8896606445312,95048,0
sequential,4.0,8,1000000,4096,TSC ticks/access,2.6558960290527343,2.62744140625,0.4594215967859293,2.6240234375,2.631103515625,2.62109375,2.68115234375,127835,0
sequential,8.0,8,1000000,4096,TSC ticks/access,2.6699681374511717,2.628173828125,0.6050293663761048,2.62451171875,2.6318359375,2.62109375,2.6875,205039,0
sequential,16.0,8,1000000,4096,TSC ticks/access,2.669436985595703,2.62890625,0.5052939488257071,2.62451171875,2.654052734375,2.62109375,2.725341796875,72914,0
sequential,32.0,8,1000000,4096,TSC ticks/access,2.7751730068359377,2.74267578125,0.43211083243730053,2.724853515625,2.775634765625,2.696533203125,2.8583984375,61607,0
sequential,64.0,8,1000000,4096,TSC ticks/access,2.727563619873047,2.69775390625,0.5072703543130961,2.6728515625,2.71142578125,2.6357421875,2.815673828125,73034,0
sequential,128.0,8,1000000,4096,TSC ticks/access,2.7483121193847655,2.713134765625,0.39115952179061725,2.7021484375,2.744140625,2.653564453125,2.86474609375,93905,0
sequential,256.0,8,1000000,4096,TSC ticks/access,2.7492012790527345,2.700439453125,0.5789040489581352,2.6796875,2.73486328125,2.657958984375,2.85791015625,66575,0
sequential,512.0,8,1000000,4096,TSC ticks/access,2.7231604274902343,2.697265625,0.46114749900611124,2.693603515625,2.70068359375,2.6904296875,2.74951171875,97272,0
sequential,1024.0,8,1000000,4096,TSC ticks/access,2.7338864658203126,2.69775390625,0.5491341949521126,2.694091796875,2.701904296875,2.6904296875,2.7568359375,137375,0
sequential,2048.0,8,1000000,4096,TSC ticks/access,2.7249331508789063,2.697265625,0.4695521951029144,2.69384765625,2.701171875,2.6904296875,2.740234375,104552,0
sequential,4096.0,8,1000000,4096,TSC ticks/access,2.9244388894042967,2.8544921875,0.6208187545564502,2.776123046875,2.971435546875,2.708251953125,3.173828125,22888,0
sequential,8192.0,8,1000000,4096,TSC ticks/access,3.107057344238281,3.04150390625,0.5980054286733659,2.975830078125,3.16064453125,2.898681640625,3.334716796875,20658,0
sequential,16384.0,8,1000000,4096,TSC ticks/access,3.1860537734375,3.1044921875,0.6572919914259509,3.0419921875,3.23095703125,3.005859375,3.4013671875,18162,0
