host,cpu,physical_core,socket,node,raw_attempts,flagged_attempts,maximum_initial_busy_fraction,idle_evidence
artemisia,28,28,1,1,11,1,0.0,"[""machines/artemisia/uncertainty-v1/batched_conflict/b6faea7b9a25e288/attempt-1788872833780253236/idle.json"", ""machines/artemisia/uncertainty-v1/smoke/a4dbee51b3f2bdbd/attempt-1788872827168128421/idle.json"", ""machines/artemisia/uncertainty-v1/smoke/bfc52e8b59b3d080/attempt-1788872829367680626/idle.json"", ""machines/artemisia/uncertainty-v1/smoke/f65c6b064112ed02/attempt-1788872831577203031/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/16a8a133537eab9b/attempt-1788873023793402749/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/21dc41a0ad02b8f0/attempt-1788873038799831482/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/43ab3a6031df9fb5/attempt-1788872993394921653/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/75a661c12d21b9d3/attempt-1788873008625010340/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/a4ae53645db0c5be/attempt-1788872980982989918/idle.json"", ""machines/artemisia/uncertainty-v1/timer/19e9f752ba9c575a/attempt-1788872841084869664/idle.json"", ""machines/artemisia/uncertainty-v1/timer/f82f498e91cd59b9/attempt-1788872845802189477/idle.json""]"
artemisia,29,29,1,1,23,0,0.0,"[""machines/artemisia/uncertainty-v1/spatial_residency/1e65228f6aaa3f4e/attempt-1788873296805007663/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/1eef1086df8e0938/attempt-1788873385860952517/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/21dc41a0ad02b8f0/attempt-1788873054053740114/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/25eeb08cd19cba74/attempt-1788873068936099234/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/2768c950a31c9052/attempt-1788873107693769866/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/306184fad7893462/attempt-1788873149246784364/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/36b808921f298a79/attempt-1788873178848078200/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/391fef9a2907c70b/attempt-1788873163979680709/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/430d24e55556aec1/attempt-1788873273479128572/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/456bad4a197a2a6b/attempt-1788873096034632525/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/4921e349175c2e1b/attempt-1788873432409131843/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/4d25bc329534c47a/attempt-1788873455724074153/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/52187fde1b07bc9e/attempt-1788873081224757053/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/5322019da4e574b8/attempt-1788873134543754073/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/6cabd72b11969d00/attempt-1788873341276244586/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/7da0df6b7bd98544/attempt-1788873122691324867/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/8cb77508d76b7a45/attempt-1788873320094352038/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/a3cda02266e56a37/attempt-1788873362448150301/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/d284b9335650f6f1/attempt-1788873250131443252/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/d2d1060f89a1bd1d/attempt-1788873193811657881/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/de9e6eb4077c9c9e/attempt-1788873409149806343/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/f7122d8c64a4e4d2/attempt-1788873205559108844/idle.json"", ""machines/artemisia/uncertainty-v1/spatial_residency/f8c988575c5206cd/attempt-1788873226716773049/idle.json""]"
charnwood,0,0,0,0,63,43,0.04040404040404041,"[""machines/charnwood/uncertainty-v1/batched_conflict/a614f26635454266/attempt-1788872834144932445/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/13dc0ba32d9822d5/attempt-1788878065492274550/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/1f4985d59def5778/attempt-1788877644151856921/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/1f4985d59def5778/attempt-1788877662994897564/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/1f4985d59def5778/attempt-1788877681775708740/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/2776d31d1252ba5a/attempt-1788878955065624668/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/2776d31d1252ba5a/attempt-1788878998977948512/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/2776d31d1252ba5a/attempt-1788879042755169874/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/7cddeab455087c2b/attempt-1788877779817836078/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/8e35ce9936351330/attempt-1788878776307225020/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/b576d0555badcea1/attempt-1788877798048213831/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/c0005e1f5abb112a/attempt-1788878085288943614/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/cce59b5b707b3c33/attempt-1788877700515526263/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/cce59b5b707b3c33/attempt-1788877754009027723/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/d7478a5e0c68afab/attempt-1788878820070721051/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/d7478a5e0c68afab/attempt-1788878868311635239/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/d7478a5e0c68afab/attempt-1788878912050252160/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_regular_repeat/354f1a31a3fe36eb/attempt-1788875297401852612/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_regular_repeat/39b334fce8ad02b6/attempt-1788877073605487514/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_regular_repeat/5ad0e40faf6eda76/attempt-1788873920445632156/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_regular_repeat/5ad0e40faf6eda76/attempt-1788873932190842846/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_regular_repeat/5ad0e40faf6eda76/attempt-1788873943900018254/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_regular_repeat/5ce36844d2d2e438/attempt-1788877060643824699/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/0daf40c0f37a173d/attempt-1788874226138371025/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/41e669cbdd0d6f8e/attempt-1788875725195562075/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/41e669cbdd0d6f8e/attempt-1788875743759854514/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/41e669cbdd0d6f8e/attempt-1788875762287710482/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/469684888e0b9ab7/attempt-1788875780708811872/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/469684888e0b9ab7/attempt-1788875799336042772/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/469684888e0b9ab7/attempt-1788875817935032150/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/56455ebeca424ff6/attempt-1788875592336918584/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/56455ebeca424ff6/attempt-1788875636347160211/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/56455ebeca424ff6/attempt-1788875680750870057/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/7375f17884811610/attempt-1788872978116332974/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/803eb0a5c95858a5/attempt-1788873955659236995/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/803eb0a5c95858a5/attempt-1788874001442663221/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/803eb0a5c95858a5/attempt-1788874047254333760/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/9287992595f38b74/attempt-1788875836545708944/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/9287992595f38b74/attempt-1788875875433186559/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/9287992595f38b74/attempt-1788875914534105191/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/a2052dda10a97eb0/attempt-1788877002949064723/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/a2ea23646c31ec26/attempt-1788875309097862468/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/a2ea23646c31ec26/attempt-1788875356827261637/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/a2ea23646c31ec26/attempt-1788875404439950024/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/aed1de1e1e3ffb58/attempt-1788875451931554686/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/aed1de1e1e3ffb58/attempt-1788875498730669793/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/aed1de1e1e3ffb58/attempt-1788875545530615144/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/b666b88688bd514a/attempt-1788874093077569820/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/b666b88688bd514a/attempt-1788874137430151783/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/b666b88688bd514a/attempt-1788874181770402950/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/c177fd2a028f59ec/attempt-1788875954362223790/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/c177fd2a028f59ec/attempt-1788876006225364127/idle.json"", ""machines/charnwood/uncertainty-v1/smoke/2058aeed09d30114/attempt-1788872829782957657/idle.json"", ""machines/charnwood/uncertainty-v1/smoke/6f5d112f9653daee/attempt-1788872827608532932/idle.json"", ""machines/charnwood/uncertainty-v1/smoke/9abdebaca3fa3a04/attempt-1788872831965299484/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/6e2ebf4af4e4ff8f/attempt-1788877517479860846/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/8580c8a658f61798/attempt-1788877546936169157/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/8a94f87837fd7507/attempt-1788877562362843340/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/bbe48f5b10d4c582/attempt-1788877532837475354/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/ccbfcdc222fd39ca/attempt-1788877577058951108/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/ccbfcdc222fd39ca/attempt-1788877592506062319/idle.json"", ""machines/charnwood/uncertainty-v1/timer/627972eddbffe065/attempt-1788872841506540791/idle.json"", ""machines/charnwood/uncertainty-v1/timer/b247e68cafa7ea7e/attempt-1788872845451111618/idle.json""]"
charnwood,1,1,0,0,20,16,0.04040404040404041,"[""machines/charnwood/uncertainty-v1/capacity_matched/1f43ef8392868b02/attempt-1788879086499629826/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/1f43ef8392868b02/attempt-1788879131112324569/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/cce59b5b707b3c33/attempt-1788877718629248490/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_regular_repeat/354f1a31a3fe36eb/attempt-1788875285720980497/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_regular_repeat/8be986102e17d1a5/attempt-1788875273348999652/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/08dab6da625c502a/attempt-1788875148412515236/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/0a72d9318e821c73/attempt-1788873179895539572/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/2032a2f67ae93d90/attempt-1788873665432024822/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/862dbc59b051c4a3/attempt-1788873729749222966/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/88779b9c62c5e60a/attempt-1788873128773394850/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/88779b9c62c5e60a/attempt-1788873145500638614/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/88779b9c62c5e60a/attempt-1788873162519876460/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/8fffb5f8555bc1b1/attempt-1788875254508016036/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/c1e0a4de2aab88fa/attempt-1788873088130111804/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/c1e0a4de2aab88fa/attempt-1788873108441565715/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/e82cef8cab4946d7/attempt-1788875196047494721/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/5d2488b667fd7573/attempt-1788877258260916792/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/5d2488b667fd7573/attempt-1788877270892488113/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/a96342765990ba23/attempt-1788877215262665848/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/a96342765990ba23/attempt-1788877245144361671/idle.json""]"
charnwood,2,2,0,0,69,18,0.04,"[""machines/charnwood/uncertainty-v1/capacity_matched/07e0e6c2bf9af248/attempt-1788878672372339720/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/07e0e6c2bf9af248/attempt-1788878732744498930/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/0b833db2e4d0a559/attempt-1788878394157084256/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/2c3a2f688c1dc114/attempt-1788878352088361232/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/49ab64c223385b84/attempt-1788878521700818400/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/49ab64c223385b84/attempt-1788878565603652094/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/49ab64c223385b84/attempt-1788878610200684298/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/bbb44aefef91237d/attempt-1788878437371821764/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/bbb44aefef91237d/attempt-1788878479968968812/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_regular_repeat/877c583886e49c99/attempt-1788874550664291740/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_regular_repeat/c95acfa64ca27df9/attempt-1788874538337487349/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_regular_repeat/dd62cd03bc737bbf/attempt-1788873907803902788/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/0a72d9318e821c73/attempt-1788873223633655651/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/0a72d9318e821c73/attempt-1788873265152300139/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/0daf40c0f37a173d/attempt-1788874251857919295/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/0daf40c0f37a173d/attempt-1788874281469976999/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/2032a2f67ae93d90/attempt-1788873554240744362/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/2032a2f67ae93d90/attempt-1788873618400857150/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/329b57a497cce98c/attempt-1788874504787552427/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/3ba73869d621f076/attempt-1788874358627234959/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/3d79722bcbc9bc54/attempt-1788874654162210875/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/5215d94571bf1618/attempt-1788874405244806215/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/69c0381db99d09fb/attempt-1788874458046766778/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/7375f17884811610/attempt-1788873022301225837/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/8406986ce2368b14/attempt-1788873889625405456/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/862dbc59b051c4a3/attempt-1788873782967913214/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/862dbc59b051c4a3/attempt-1788873836426277277/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/a4f4e6c13d0ac6ab/attempt-1788874324665957667/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/aab1b5e95b1ac843/attempt-1788874609180245071/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/abac397475670f07/attempt-1788874562342532997/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/b304e69a77d891c1/attempt-1788876127581788010/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/b304e69a77d891c1/attempt-1788876186399109845/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/b806f2366fba8274/attempt-1788873396465487184/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/b806f2366fba8274/attempt-1788873443193507699/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/b806f2366fba8274/attempt-1788873489909186640/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/ba3c94c6813792b8/attempt-1788874341745316217/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/bb4cb76070404b1a/attempt-1788873536668646597/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/c0e3d94fde8c7270/attempt-1788874521339077235/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/c177fd2a028f59ec/attempt-1788876075096498208/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/c1e0a4de2aab88fa/attempt-1788873066890974694/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/d18daa83806e9677/attempt-1788873379541006656/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/da7ef0f9f5fa495d/attempt-1788874307933249312/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/f9dbc44e4c7494ca/attempt-1788873345937166968/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/f9dbc44e4c7494ca/attempt-1788873362735688029/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/005b42285b5e72b5/attempt-1788877354098009094/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/005b42285b5e72b5/attempt-1788877368575605942/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/0e0c163db8bf5b6d/attempt-1788877109060455470/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/2dd45498a762f8ce/attempt-1788877306523414471/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/354f78a782200e0f/attempt-1788877486938172952/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/3fa9bff711b6876f/attempt-1788877471694855824/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/419e05018003636e/attempt-1788877132380283128/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/41f154276766ecb7/attempt-1788877502182780837/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/5d2488b667fd7573/attempt-1788877284344669286/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/5f8fd2e44f178a9b/attempt-1788877398211843009/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/6755e70d45ae95d8/attempt-1788877458050797540/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/6b74c563788d9d02/attempt-1788877145031054262/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/73a05ddca85d33d0/attempt-1788877344198243090/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/889022a0fae8148d/attempt-1788877444226813613/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/8ae6f1820d4e9ba3/attempt-1788877157422435201/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/9e73cb2efb0037d5/attempt-1788877319265893868/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/adf4cb0d00b475ab/attempt-1788877296597255689/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/af2afd8cacaa1fae/attempt-1788877331826652660/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/b4c234a8bc597872/attempt-1788877382903226979/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/c29077b4ec1cbd9c/attempt-1788877170025066440/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/ca9507ef06000638/attempt-1788877179928023099/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/cd8031180479cdf3/attempt-1788877413501335003/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/e50d2de3e1eeffa3/attempt-1788877428866290213/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/ec32139318de066e/attempt-1788877189826150390/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/f6e839d11c102c67/attempt-1788877119630695727/idle.json""]"
charnwood,3,3,0,0,49,46,0.04950495049504951,"[""machines/charnwood/uncertainty-v1/capacity_matched/0a9ad715b4e95d96/attempt-1788878160684453109/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/0a9ad715b4e95d96/attempt-1788878179934819136/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/0a9ad715b4e95d96/attempt-1788878201481447271/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/13dc0ba32d9822d5/attempt-1788878042309106770/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/1f43ef8392868b02/attempt-1788879196307131462/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/21ac83bcf2c37ffb/attempt-1788877815256932886/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/21ac83bcf2c37ffb/attempt-1788877841712751696/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/21ac83bcf2c37ffb/attempt-1788877864011616962/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/2fa06daad935d2db/attempt-1788877959486309783/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/2fa06daad935d2db/attempt-1788877987388226735/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/2fa06daad935d2db/attempt-1788878014734189767/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/4784c3aa1a53580d/attempt-1788877891892731792/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/4784c3aa1a53580d/attempt-1788877914821804766/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/4784c3aa1a53580d/attempt-1788877937726429097/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/c0005e1f5abb112a/attempt-1788878111407469212/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/c0005e1f5abb112a/attempt-1788878136265106704/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/df504cf539925c45/attempt-1788878221605954694/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/df504cf539925c45/attempt-1788878265021902471/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_matched/df504cf539925c45/attempt-1788878308506774134/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/2ced972500f5e3ed/attempt-1788876245532298423/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/2ced972500f5e3ed/attempt-1788876297555005185/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/2ced972500f5e3ed/attempt-1788876349689094802/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/575637884b46f8b6/attempt-1788874934178327657/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/575637884b46f8b6/attempt-1788874987321669549/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/575637884b46f8b6/attempt-1788875040391537196/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/5e48ee47c40311e1/attempt-1788874809184017796/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/5e48ee47c40311e1/attempt-1788874850909777844/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/5e48ee47c40311e1/attempt-1788874892329290133/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/6227e86c64f02b95/attempt-1788876484903645225/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/6227e86c64f02b95/attempt-1788876505368898177/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/6227e86c64f02b95/attempt-1788876526341883802/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/80b7deee17604e17/attempt-1788876718929321069/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/80b7deee17604e17/attempt-1788876774502662229/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/80b7deee17604e17/attempt-1788876830044998700/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/817b49502fbb85d0/attempt-1788874786307639469/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/821ed0ac952a3b13/attempt-1788874682084274875/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/821ed0ac952a3b13/attempt-1788874734201022930/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/a2052dda10a97eb0/attempt-1788876885641998836/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/a2052dda10a97eb0/attempt-1788876944336614499/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/c726d845fd3d06cc/attempt-1788876401765984507/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/c726d845fd3d06cc/attempt-1788876429443401894/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/c726d845fd3d06cc/attempt-1788876456692853329/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/dc8057f3d46536e4/attempt-1788875093592870445/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/dc8057f3d46536e4/attempt-1788875111820319493/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/dc8057f3d46536e4/attempt-1788875130267426780/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/fdd1f5959d40a14c/attempt-1788876547534123337/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/fdd1f5959d40a14c/attempt-1788876604765312953/idle.json"", ""machines/charnwood/uncertainty-v1/capacity_repeat/fdd1f5959d40a14c/attempt-1788876662086142915/idle.json"", ""machines/charnwood/uncertainty-v1/spatial_residency/a96342765990ba23/attempt-1788877202850983010/idle.json""]"
