host,family,qualification,cpu,unit,parameters,record,raw_sha256,n,mean,stddev,median,q1,q3,p05,p95,minimum,maximum,outliers
sunbird,capacity_matched,clean,8,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 16252928, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [15466496, 16252928], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923227, ""series"": ""matched-pair"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/0c3c06a318106153/attempt-1788877673128977992/run.json,50b8e0dca60433c9065529625f858a74806ba24636d1e85df7ed77dfbc329424,1000000,61.199045734375,2.6647753676545043,60.765625,60.171875,61.5234375,59.46875,63.4609375,58.1328125,796.375,47422
sunbird,capacity_matched,clean,7,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 28049408, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [27262976, 30408704], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923327, ""series"": ""matched-refinement"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/1e490d66588de9df/attempt-1788878309034879446/run.json,b526f9b8010c5d3df2e93849aef929db0ceec4cbe2473af28bbca153d5b7b2a4,1000000,79.049590625,11.718563814637484,76.734375,74.640625,79.5390625,72.21875,92.796875,66.9921875,673.125,74524
sunbird,capacity_matched,clean,7,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 27262976, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [27262976, 30408704], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923327, ""series"": ""matched-refinement"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/2bef576559f7b950/attempt-1788878230135737150/run.json,8a03e1ee642ad5aae0ee359f68a637cf24a8c230a2b8bdbb56c6e89fc867b3c2,1000000,77.5936494921875,13.735693050713426,74.890625,73.2265625,77.1328125,71.3046875,88.734375,66.71875,612.03125,77429
sunbird,capacity_matched,clean,8,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 15466496, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [15466496, 16252928], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923227, ""series"": ""matched-pair"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/325a0a66b41eea9f/attempt-1788877695983028915/run.json,c161f73d952d33f7a891b8d57afbc3a7de3f10e3e27c23ba006381f9b15cdde7,1000000,60.4712623984375,2.481179141541758,60.0859375,59.6015625,60.703125,59.0,62.3515625,57.8671875,752.40625,50133
sunbird,capacity_matched,clean,7,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 29622272, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [27262976, 30408704], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923327, ""series"": ""matched-refinement"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/346eafaf05623124/attempt-1788878204074646550/run.json,6eba9cff1987c50a02d3c65484ee38208a58af7f11a8b49342fa7f29057c5d33,1000000,83.9712505546875,5.745725008054867,82.921875,80.6484375,85.7734375,77.875,93.2421875,71.7109375,627.234375,48658
sunbird,capacity_matched,clean,8,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 15466496, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [14680064, 15466496], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923227, ""series"": ""matched-pair"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/45b325d71fb807f1/attempt-1788877626086011074/run.json,e0b8c31f10213e3bed63fe5273a98ac8594baf8e652a492b9ca8dcc3782a99cc,1000000,60.9597477578125,7.140215167429725,60.1640625,59.671875,60.8046875,59.0625,62.9453125,57.8359375,747.8203125,62040
sunbird,capacity_matched,clean,7,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 30408704, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [27262976, 30408704], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923327, ""series"": ""matched-refinement"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/4ef5eaceeb20b4de/attempt-1788878280810441895/run.json,1e24b5599b8fb29fb782fd418b8dcc2e804303a35edf747cdbaa8ef549b1ea75,1000000,94.207684171875,10.581660955774444,92.1953125,89.2890625,95.9453125,85.75,108.609375,75.625,665.4453125,64830
sunbird,capacity_matched,clean,7,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 30408704, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [27262976, 30408704], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923327, ""series"": ""matched-pair"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/5f822c6441325fe1/attempt-1788878149377987894/run.json,8ba48bffdc683ffc0781e190180f8380f0a5fc030beb3b5626f706ecbe05751b,1000000,103.7083743046875,12.359954539903223,101.2890625,97.921875,105.625,93.8515625,119.4140625,83.234375,1016.7578125,61013
sunbird,capacity_matched,clean,6,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 17039360, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [16252928, 17039360], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923227, ""series"": ""matched-pair"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/6ac5689165fffa19/attempt-1788877745714524406/run.json,d5bf8ce2011cbe7812a5e1897c5ee37b94f57290b64aeca8effaa734a89d08c9,1000000,67.501204296875,13.352613127737083,65.046875,64.0859375,66.4453125,63.03125,76.0390625,60.8828125,640.3046875,90791
sunbird,capacity_matched,clean,7,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 24117248, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [20971520, 24117248], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923327, ""series"": ""matched-pair"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/6f1ff135365c98cb/attempt-1788878100510969971/run.json,9c56c971127b6779d58925b8a0499d4bf45fd04b70c651d0283558f54f487367,1000000,68.4636058984375,4.5472872667117805,67.546875,66.5703125,68.8984375,65.46875,73.2421875,63.2421875,566.5546875,61857
sunbird,capacity_matched,clean,7,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 27262976, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [27262976, 30408704], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923327, ""series"": ""matched-pair"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/72cb6cb71be27fd7/attempt-1788878180160778512/run.json,d5f7914f0a0d8ea64a4912aed606afc94610f53c822378ea0d61910b8a787d3e,1000000,72.6637435390625,3.3665294190756057,72.1640625,70.796875,73.78125,69.1484375,77.1171875,65.3671875,791.2890625,33252
sunbird,capacity_matched,clean,6,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 18612224, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [17825792, 18612224], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923227, ""series"": ""matched-pair"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/77965ac647f8c0d7/attempt-1788877845767914484/run.json,6b2d91c65b958fa3b7f7e0cc9c0f38fdaa814e96d672e6acad97e090a2c5c36e,1000000,74.2497347890625,25.126883417216842,68.671875,67.1640625,70.9375,65.515625,87.3125,62.125,886.5859375,106106
sunbird,capacity_matched,clean,6,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 17825792, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [17039360, 17825792], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923227, ""series"": ""matched-pair"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/7fd0ee47a46552a6/attempt-1788877796131669847/run.json,8dbd6a3147fd45035bb6626c918d4b73ba948ae3f96af629a36493700e97a15b,1000000,67.1040328359375,8.931801171577439,65.8828125,64.8828125,67.2109375,63.734375,72.03125,61.1796875,669.2265625,62690
sunbird,capacity_matched,clean,8,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 14680064, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [13893632, 14680064], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923227, ""series"": ""matched-pair"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/8a92e230a686dbcb/attempt-1788877577978390279/run.json,8df90fe3529be156f959900cdd430cee60e33cbb92096aefc4c6c2b2043a3d19,1000000,59.3877031953125,2.3274440394873546,59.0859375,58.734375,59.515625,58.28125,60.5703125,57.4296875,785.6640625,43958
sunbird,capacity_matched,clean,6,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 17825792, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [17825792, 18612224], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923227, ""series"": ""matched-pair"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/8fb40cfd25f7dfd2/attempt-1788877870736178479/run.json,b61c9300e26904b1c6577544238aa58e09e5474bd4071dc7eb3cf3a53931f724,1000000,68.2192803359375,15.113822307005213,65.6640625,64.671875,67.046875,63.5625,75.890625,60.984375,679.53125,80133
sunbird,capacity_matched,clean,8,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 12320768, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [11534336, 12320768], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923227, ""series"": ""matched-pair"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/98ff1bda9d3eabe6/attempt-1788877529307148558/run.json,d590a979c7ee10e196c89fbe5342254f6f2fcdf41d5f68df43b80ff2de0945b1,1000000,60.719112609375,6.238079961143016,58.046875,57.6484375,59.296875,57.2265625,74.0546875,56.4375,638.3984375,213487
sunbird,capacity_matched,clean,7,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 20185088, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [20185088, 20971520], ""repair_repetition"": 1, ""samples"": 1000000, ""seed"": 5923227, ""series"": ""matched-pair"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/a2ba960801b89b17/attempt-1788878075257480674/run.json,fc35bb2c05ed60e908164c3a6df32593eee8b8c20f69d98a68db8e35eddb9739,1000000,64.4888888359375,2.5669599393504527,64.015625,63.4296875,64.84375,62.7421875,66.984375,61.5703125,739.3046875,50583
sunbird,capacity_matched,clean,8,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 13893632, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [13893632, 14680064], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923227, ""series"": ""matched-pair"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/ab2ddad7cdb602a1/attempt-1788877601919735151/run.json,449f82a5dbabdca9f36c25df5180d64b575d2238204a91608d90ac293a2a0d51,1000000,59.053003046875,4.743769652534784,58.609375,58.3125,58.9375,57.8984375,59.609375,57.1171875,688.0625,39863
sunbird,capacity_matched,clean,7,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 20971520, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [20185088, 20971520], ""repair_repetition"": 1, ""samples"": 1000000, ""seed"": 5923227, ""series"": ""matched-pair"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/c09bc55f52fc62b6/attempt-1788878051474435911/run.json,e85e23ac8e61faf017c842d41d4a2f94918a4bc5f8f31d61ed261a166d283b5c,1000000,67.96904953125,5.767880619598144,67.265625,66.2265625,68.453125,64.84375,70.921875,61.8828125,706.9921875,36278
sunbird,capacity_matched,clean,7,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 20971520, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [20971520, 24117248], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923327, ""series"": ""matched-pair"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/c0c46bb6291ae64b/attempt-1788878124321263149/run.json,1c79ddf343b0d94572a2cae530bda38fbc66e5e4ab7ae8fb18fbf8da78e762aa,1000000,64.2582574375,2.4123139257550283,63.921875,63.421875,64.5234375,62.7578125,65.8671875,61.609375,753.4375,36927
sunbird,capacity_matched,clean,6,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 17039360, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [17039360, 17825792], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923227, ""series"": ""matched-pair"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/c7fa885cfe74a289/attempt-1788877820255574147/run.json,07eaaa24f301aceca22e26cfd514e17ce47597e19f61feb7b82dd46dbe2d9bbc,1000000,64.501769875,6.468525719477151,63.609375,62.9296875,64.5234375,62.1328125,68.375,60.5,723.09375,68110
sunbird,capacity_matched,clean,8,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 11534336, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [11534336, 12320768], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923227, ""series"": ""matched-pair"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/d0084e8974653182/attempt-1788877553414615745/run.json,061daf7a8d27e001543852039d8b92ba5c4fdbd728b6ee6f7877279931032b2a,1000000,57.6364870390625,2.131529287563466,57.421875,57.1640625,57.6796875,56.8359375,58.15625,56.1171875,610.9921875,26796
sunbird,capacity_matched,clean,10,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 20971520, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [20185088, 20971520], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923227, ""series"": ""matched-pair"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/ed1d63b10ce54676/attempt-1788877927736508668/run.json,dbdcdb7d00bfaf663720b2b6400282f2169261ef0965172bce14b885ff8d781b,1000000,87.6117369375,23.78685164199278,80.3125,76.75,87.8671875,73.3125,120.82070312499945,66.046875,639.578125,98172
sunbird,capacity_matched,clean,6,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 16252928, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [16252928, 17039360], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923227, ""series"": ""matched-pair"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/efd269720f7aed06/attempt-1788877770944067818/run.json,26e99c02ac1fd0a837ce427b83aafd20f97e60a3df15ca4b9b8f11b404f180a2,1000000,65.1592522109375,6.535583622360923,64.0,63.3203125,64.90625,62.5078125,69.2734375,60.7109375,603.875,69831
sunbird,capacity_matched,clean,7,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 28835840, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [27262976, 30408704], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923327, ""series"": ""matched-refinement"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/f6e81aaca3e41e8a/attempt-1788878255187134666/run.json,0960996945166b0ef34f069598eba53fdc0b357f8d04dfccc3835a9d778f1ccc,1000000,81.758707609375,6.528031380298084,80.4765625,78.375,83.09375,75.8125,91.8359375,70.1015625,593.7578125,58686
sunbird,capacity_matched,clean,7,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 20185088, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [20185088, 20971520], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923227, ""series"": ""matched-pair"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/fcc34a09a1d7a6e8/attempt-1788878026165671271/run.json,7c57f7b18d5ab8d1cf768799d7c23ae4ec5e0c13e11615102d4f6cf8e3f12b15,1000000,64.53333684375,3.8092528596949333,64.0,63.515625,64.5625,62.90625,66.0546875,62.0,680.40625,46854
sunbird,capacity_matched,clean,8,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 14680064, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""base"", ""repair_interval"": [14680064, 15466496], ""repair_repetition"": 0, ""samples"": 1000000, ""seed"": 5923227, ""series"": ""matched-pair"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_matched/fd6ed802e7124f44/attempt-1788877649273596553/run.json,92687e09e498242361f9e7ddb8294834cd804d70cfb549eadfd910dc5565c974,1000000,59.870371390625,2.3405888572101876,59.546875,59.140625,60.0390625,58.609375,61.3125,57.5,727.7578125,47694
sunbird,capacity_regular_repeat,clean,6,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 8388608, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""regular"", ""page"": ""base"", ""samples"": 1000000, ""seed"": 5923227, ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_regular_repeat/354f1a31a3fe36eb/attempt-1788875239350220645/run.json,359ab709547ad09a7ec40dcef290a4674532a904bc3077a4a187c54ec6edaedf,1000000,12.30859171875,1.1137964407432843,12.2265625,12.203125,12.25,12.171875,12.2890625,12.0703125,466.265625,29451
sunbird,capacity_regular_repeat,clean,5,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 33554432, ""extra_args"": [0, ""huge"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""regular"", ""page"": ""huge"", ""samples"": 1000000, ""seed"": 5923227, ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_regular_repeat/380c29cda4436eb6/attempt-1788873730344607398/run.json,30b8514bb9870997dd8f4733a8e1defc52d9f51b094a4e91a5de1db2471da18d,1000000,15.8513028046875,2.3048441303881764,15.15625,14.7890625,16.453125,14.4765625,17.9140625,13.65625,513.2734375,19845
sunbird,capacity_regular_repeat,clean,8,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 8388608, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""regular"", ""page"": ""base"", ""samples"": 1000000, ""seed"": 5923327, ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_regular_repeat/39b334fce8ad02b6/attempt-1788875719084142349/run.json,3435524615b9cb10f524979efaed657a66a5b2cc3147a907cb32e72285cecd86,1000000,12.2845759765625,1.0963987307427356,12.1796875,12.15625,12.21875,12.1328125,12.34375,12.0390625,378.5,73453
sunbird,capacity_regular_repeat,clean,5,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 8388608, ""extra_args"": [0, ""huge"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""regular"", ""page"": ""huge"", ""samples"": 1000000, ""seed"": 5923227, ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_regular_repeat/5ad0e40faf6eda76/attempt-1788873716255369681/run.json,a302b571ff592c8e3ff916006ca2a4ffd58e92f30484ab6c3b3418152fc99025,1000000,12.29780171875,3.1736618941763135,12.21875,12.1953125,12.2421875,12.1640625,12.28125,12.078125,2131.4765625,25280
sunbird,capacity_regular_repeat,clean,7,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 8388608, ""extra_args"": [0, ""huge"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""regular"", ""page"": ""huge"", ""samples"": 1000000, ""seed"": 5923327, ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_regular_repeat/877c583886e49c99/attempt-1788874497352662962/run.json,0075b8934d7462eda0e0b16f98ae77befa9c8539c1bdba8ee55667dff45b1119,1000000,12.2947282578125,0.9191371956853434,12.21875,12.1953125,12.2421875,12.1640625,12.28125,12.09375,378.5703125,25119
sunbird,capacity_regular_repeat,clean,6,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 33554432, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""regular"", ""page"": ""base"", ""samples"": 1000000, ""seed"": 5923227, ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_regular_repeat/9addf93158628bbb/attempt-1788875253259812293/run.json,3676b760626a0654c454927d8dfd3c2e6ce2d10e6342763a98fd77de576ce83a,1000000,16.3699846015625,2.603677782009758,15.984375,15.2421875,17.015625,14.28125,18.4921875,12.7421875,914.7890625,21688
sunbird,capacity_regular_repeat,clean,7,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 33554432, ""extra_args"": [0, ""huge"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""regular"", ""page"": ""huge"", ""samples"": 1000000, ""seed"": 5923327, ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_regular_repeat/eca7088f3ad76acd/attempt-1788874511506594692/run.json,31ff1cf676216c52d6c87af74a67651840d4c15536e9d05d574172e9680f8010,1000000,15.8922191171875,2.3003204679632283,15.1953125,14.8203125,16.484375,14.515625,17.953125,13.7734375,516.71875,20037
sunbird,capacity_regular_repeat,clean,8,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 33554432, ""extra_args"": [0, ""base"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""regular"", ""page"": ""base"", ""samples"": 1000000, ""seed"": 5923327, ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_regular_repeat/f3c35d2487b94c9c/attempt-1788875733913740215/run.json,2072b580c32a1501d0b371999f30215dbfe332d53815e423ff7bd1b4db5f214d,1000000,16.172215390625,2.780461648318872,15.828125,15.0390625,16.8046875,14.1015625,18.25,12.2265625,945.171875,20980
sunbird,capacity_repeat,clean,5,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 33554432, ""extra_args"": [0, ""huge"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""huge"", ""samples"": 1000000, ""seed"": 5923327, ""series"": ""grid"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_repeat/0e2780ce52ac7851/attempt-1788873957997177299/run.json,df0520fd251db952543ebc1622dbd817e6ca12690c543c337578e055cf26cc91,1000000,202.610218375,4.387964970936765,202.0234375,200.5234375,203.78125,198.4453125,207.4375,192.5703125,2020.234375,44190
sunbird,capacity_repeat,clean,5,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 23330816, ""extra_args"": [0, ""huge"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""huge"", ""samples"": 1000000, ""seed"": 5923227, ""series"": ""refined"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_repeat/12b91f42abce3811/attempt-1788873526487965698/run.json,c13e7d695281f53d1b55ef81416c860d12b6a43843b73981673c388d9bf5a478,1000000,179.5494789375,7.639231396455178,178.234375,174.8984375,182.625,170.75,192.96875,158.484375,2355.1796875,39420
sunbird,capacity_repeat,clean,5,TSC_ticks/access,"{""address_list"": ""-"", ""align"": 0, ""batch"": 512, ""bytes"": 24117248, ""extra_args"": [0, ""huge"", ""-"", -1], ""mode"": ""chase"", ""offset"": 0, ""order"": ""random"", ""page"": ""huge"", ""samples"": 1000000, ""seed"": 5923327, ""series"": ""grid"", ""stride"": 64}",machines/sunbird/uncertainty-v1/capacity_repeat/143cdb021c1cbe75/attempt-1788873794694808381/run.json,d4ef9730c6e03f5603c59efc6dc9686bea2fd9eeaff404bc2a32310bdead7924,1000000,182.239623375,5.863622319148531,181.7890625,179.25,184.4453125,175.671875,190.2421875,164.046875,2362.0703125,39449
